comparison,feature,group_a,group_b,group_a_count,group_b_count,group_a_median,group_b_median,median_difference,rank_biserial_effect,absolute_effect,mann_whitney_p_value,adjusted_significance_flag
False Alarm vs Correct Pass,sensor_340,False Alarm,Correct Pass,445,721,9.6704,9.3135,0.3569000000000013,0.1033146846608175,0.1033146846608175,0.0030069255589135354,False
False Alarm vs Correct Pass,sensor_077,False Alarm,Correct Pass,446,704,-0.0345,-0.026250000000000002,-0.00825,-0.10282052588666935,0.10282052588666935,0.0032680601263559757,False
False Alarm vs Correct Pass,sensor_169,False Alarm,Correct Pass,445,724,0.114,0.122,-0.007999999999999993,-0.10266000372462603,0.10266000372462603,0.003170923911560578,False
False Alarm vs Correct Pass,sensor_304,False Alarm,Correct Pass,445,724,0.0376,0.03955,-0.0019500000000000003,-0.10197715562728904,0.10197715562728904,0.0033792254783547295,False
False Alarm vs Correct Pass,sensor_035,False Alarm,Correct Pass,446,724,50.3803,50.41225,-0.03195000000000192,-0.10154411218194881,0.10154411218194881,0.003494196744857273,False
False Alarm vs Correct Pass,sensor_037,False Alarm,Correct Pass,446,724,49.6197,49.58775,0.03195000000000192,0.10151933701657456,0.10151933701657456,0.003502194880203997,False
False Alarm vs Correct Pass,sensor_166,False Alarm,Correct Pass,445,724,0.175,0.1925,-0.017500000000000016,-0.10122602272021852,0.10122602272021852,0.0036214452467653742,False
False Alarm vs Correct Pass,sensor_120,False Alarm,Correct Pass,446,724,0.9722,0.9684,0.0037999999999999146,0.10098047716968517,0.10098047716968517,0.0036796306463530134,False
False Alarm vs Correct Pass,sensor_042,False Alarm,Correct Pass,439,710,3.136,3.0725,0.06350000000000033,0.10070262119413509,0.10070262119413509,0.004085661115705803,False
False Alarm vs Correct Pass,sensor_033,False Alarm,Correct Pass,446,724,85.20535000000001,85.1059,0.09945000000000448,0.09985320714515766,0.09985320714515766,0.004080008740553158,False
False Alarm vs Correct Pass,sensor_134,False Alarm,Correct Pass,443,719,1004.5944,1003.0211,1.5732999999999038,0.09940442739320043,0.09940442739320043,0.004381947950633803,False
False Alarm vs Correct Pass,sensor_475,False Alarm,Correct Pass,444,721,30.67895,33.4206,-2.74165,-0.09822131424073177,0.09822131424073177,0.004820535926717954,False
False Alarm vs Correct Pass,sensor_339,False Alarm,Correct Pass,444,721,2.3461999999999996,2.6109,-0.2647000000000004,-0.09820881908260548,0.09820881908260548,0.004825921429801612,False
False Alarm vs Correct Pass,sensor_105,False Alarm,Correct Pass,446,722,0.0001,0.0,0.0001,0.09785660161733101,0.09785660161733101,0.004858286331046251,False
False Alarm vs Correct Pass,sensor_100,False Alarm,Correct Pass,446,718,-0.0046,0.0019,-0.0065,-0.09740872128608369,0.09740872128608369,0.005153349119820553,False
False Alarm vs Correct Pass,sensor_297,False Alarm,Correct Pass,445,724,1388.6971,1090.8393,297.8578,0.09734310013036196,0.09734310013036196,0.005146053566312585,False
False Alarm vs Correct Pass,sensor_162,False Alarm,Correct Pass,445,724,3009.0,2448.0,561.0,0.09446272270159528,0.09446272270159528,0.006628399899137747,False
False Alarm vs Correct Pass,sensor_023,False Alarm,Correct Pass,445,724,2681.0,2658.25,22.75,0.09336395803588049,0.09336395803588049,0.007288228604667847,False
False Alarm vs Correct Pass,sensor_055,False Alarm,Correct Pass,445,723,4.845,4.841,0.0039999999999995595,0.09239902404152489,0.09239902404152489,0.007928294405774998,False
False Alarm vs Correct Pass,sensor_346,False Alarm,Correct Pass,306,278,5.5876,5.4077,0.17989999999999995,0.09225560727888271,0.09225560727888271,0.054023018646985846,False
False Alarm vs Correct Pass,sensor_491,False Alarm,Correct Pass,446,723,50.1388,48.0182,2.120600000000003,0.09135763417251241,0.09135763417251241,0.008618068565687502,False
False Alarm vs Correct Pass,sensor_090,False Alarm,Correct Pass,446,687,0.1888,0.1913,-0.0025000000000000022,-0.08979380030156459,0.08979380030156459,0.010575566793658966,False
False Alarm vs Correct Pass,sensor_051,False Alarm,Correct Pass,445,724,630.8618,631.9200000000001,-1.0582000000000562,-0.08933205040660497,0.08933205040660497,0.01024369469600198,False
False Alarm vs Correct Pass,sensor_140,False Alarm,Correct Pass,444,713,314.4595,340.7711,-26.3116,-0.08926563309452507,0.08926563309452507,0.01057875542955312,False
False Alarm vs Correct Pass,sensor_273,False Alarm,Correct Pass,443,722,42.2246,37.8201,4.404500000000006,0.08842380395565375,0.08842380395565375,0.011196527586687632,False
False Alarm vs Correct Pass,sensor_540,False Alarm,Correct Pass,443,719,2.9848,3.1414,-0.15660000000000007,-0.08770018554739623,0.08770018554739623,0.011944530535085367,False
False Alarm vs Correct Pass,sensor_433,False Alarm,Correct Pass,445,724,64.6437,53.575900000000004,11.067799999999991,0.0869017319510832,0.0869017319510832,0.012500252896219081,False
False Alarm vs Correct Pass,sensor_040,False Alarm,Correct Pass,446,724,118.3554,118.4624,-0.10699999999999932,-0.08654584644352503,0.08654584644352503,0.012804499896432044,False
False Alarm vs Correct Pass,sensor_583,False Alarm,Correct Pass,446,723,0.50015,0.4998,0.00034999999999996145,0.08631201582841785,0.08631201582841785,0.013068939183833943,False
False Alarm vs Correct Pass,sensor_092,False Alarm,Correct Pass,446,718,0.00775,0.0,0.00775,0.08616360842899429,0.08616360842899429,0.01335113892327885,False
False Alarm vs Correct Pass,sensor_103,False Alarm,Correct Pass,446,718,-0.0030499999999999998,0.0,-0.0030499999999999998,-0.0861604856539715,0.0861604856539715,0.01335430524054715,False
False Alarm vs Correct Pass,sensor_555,False Alarm,Correct Pass,367,617,0.4964,0.4793,0.017100000000000004,0.0858465193716631,0.0858465193716631,0.024091332910497087,False
False Alarm vs Correct Pass,sensor_275,False Alarm,Correct Pass,444,713,106.81049999999999,112.1602,-5.349700000000013,-0.08558874442464903,0.08558874442464903,0.014245409206327086,False
False Alarm vs Correct Pass,sensor_203,False Alarm,Correct Pass,444,721,7.7490000000000006,8.768,-1.0190000000000001,-0.08366133123414676,0.08366133123414676,0.016353570388896437,False
False Alarm vs Correct Pass,sensor_407,False Alarm,Correct Pass,443,719,5.5615,6.0533,-0.49180000000000046,-0.0824194626974385,0.0824194626974385,0.018156609254739327,False
False Alarm vs Correct Pass,sensor_114,False Alarm,Correct Pass,446,724,0.9455,0.9467,-0.0011999999999999789,-0.08240529693035703,0.08240529693035703,0.017784751350651752,False
False Alarm vs Correct Pass,sensor_566,False Alarm,Correct Pass,324,632,0.12795,0.10865,0.01930000000000001,0.08181942491014227,0.08181942491014227,0.035323034698191584,False
False Alarm vs Correct Pass,sensor_007,False Alarm,Correct Pass,444,713,102.10225,101.3511,0.7511499999999955,0.08180129638755163,0.08180129638755163,0.019152472535619684,False
False Alarm vs Correct Pass,sensor_108,False Alarm,Correct Pass,446,718,0.004699999999999999,-0.0040999999999999995,0.008799999999999999,0.08151691919507353,0.08151691919507353,0.019241211931090806,False
False Alarm vs Correct Pass,sensor_570,False Alarm,Correct Pass,324,632,18.56315,15.4662,3.0969499999999996,0.08124804656977647,0.08124804656977647,0.03662349852441949,False
False Alarm vs Correct Pass,sensor_044,False Alarm,Correct Pass,445,724,353.9218,353.5909,0.3309000000000424,-0.08122167732323549,0.08122167732323549,0.01957560491132662,False
False Alarm vs Correct Pass,sensor_444,False Alarm,Correct Pass,446,724,0.6453,0.6319,0.013399999999999967,0.08109531006119464,0.08109531006119464,0.019680101642017316,False
False Alarm vs Correct Pass,sensor_321,False Alarm,Correct Pass,445,724,0.0411,0.038849999999999996,0.002250000000000002,0.08086473399962757,0.08086473399962757,0.02011817322558931,False
False Alarm vs Correct Pass,sensor_473,False Alarm,Correct Pass,444,721,133.9071,141.3945,-7.48739999999998,-0.08000649748222566,0.08000649748222566,0.021673799593276855,False
False Alarm vs Correct Pass,sensor_175,False Alarm,Correct Pass,446,724,0.32685,0.3182,0.008649999999999991,0.07875096003765836,0.07875096003765836,0.023514570995970704,False
False Alarm vs Correct Pass,sensor_173,False Alarm,Correct Pass,446,724,0.32685,0.3182,0.008649999999999991,0.07861779352377174,0.07861779352377174,0.023750722110308556,False
False Alarm vs Correct Pass,sensor_176,False Alarm,Correct Pass,446,724,0.7742500000000001,0.7618,0.012450000000000072,0.0785930183583976,0.0785930183583976,0.023795150541380705,False
False Alarm vs Correct Pass,sensor_004,False Alarm,Correct Pass,444,713,1248.6209,1285.2144,-36.593500000000176,-0.07848767420997438,0.07848767420997438,0.02459831673588968,False
False Alarm vs Correct Pass,sensor_578,False Alarm,Correct Pass,446,724,13.587299999999999,14.2158,-0.6285000000000007,-0.07843507667913685,0.07843507667913685,0.024078326509028223,False
False Alarm vs Correct Pass,sensor_219,False Alarm,Correct Pass,446,723,3.717,3.58,0.137,0.07740542954431273,0.07740542954431273,0.02603713877976175,False
False Alarm vs Correct Pass,sensor_299,False Alarm,Correct Pass,445,724,0.0534,0.0518,0.0016000000000000042,0.0773946241231609,0.0773946241231609,0.02612198808501937,False
False Alarm vs Correct Pass,sensor_446,False Alarm,Correct Pass,446,724,0.661,0.6416,0.019400000000000084,0.0767906250774224,0.0767906250774224,0.027203935734933623,False
False Alarm vs Correct Pass,sensor_447,False Alarm,Correct Pass,446,724,1.16665,1.1524,0.014249999999999874,0.07646545103188562,0.07646545103188562,0.02786190022599525,False
False Alarm vs Correct Pass,sensor_046,False Alarm,Correct Pass,445,724,135.0636,136.9577,-1.8940999999999804,-0.07582717735427402,0.07582717735427402,0.02930674381040957,False
False Alarm vs Correct Pass,sensor_213,False Alarm,Correct Pass,446,704,0.04345,0.0394,0.004050000000000005,0.07425219119445581,0.07425219119445581,0.033664139031528546,False
False Alarm vs Correct Pass,sensor_393,False Alarm,Correct Pass,446,724,0.0036,0.0051,-0.0015000000000000005,-0.07245806803260413,0.07245806803260413,0.03711837014561222,False
False Alarm vs Correct Pass,sensor_164,False Alarm,Correct Pass,445,724,0.123,0.118,0.0050000000000000044,0.07234775591284381,0.07234775591284381,0.037581310737280715,False
False Alarm vs Correct Pass,sensor_255,False Alarm,Correct Pass,446,724,0.01185,0.016,-0.004150000000000001,-0.07212670019572376,0.07212670019572376,0.038034782169944506,False
False Alarm vs Correct Pass,sensor_527,False Alarm,Correct Pass,446,724,1.2209500000000002,1.6493,-0.4283499999999998,-0.07207714986497538,0.07207714986497538,0.03817292069464602,False
False Alarm vs Correct Pass,sensor_185,False Alarm,Correct Pass,445,724,0.1384,0.1301,0.008300000000000002,0.07151281892110006,0.07151281892110006,0.03984673329720298,False
False Alarm vs Correct Pass,sensor_063,False Alarm,Correct Pass,445,721,115.6209,116.3864,-0.7654999999999887,-0.07140831242500267,0.07140831242500267,0.04029592033477969,False
False Alarm vs Correct Pass,sensor_276,False Alarm,Correct Pass,444,713,0.0814,0.0724,0.008999999999999994,0.07119075597336466,0.07119075597336466,0.04148102621532702,False
False Alarm vs Correct Pass,sensor_268,False Alarm,Correct Pass,443,719,0.0691,0.0733,-0.004200000000000009,-0.07111394368275481,0.07111394368275481,0.04151342739092729,False
False Alarm vs Correct Pass,sensor_088,False Alarm,Correct Pass,446,724,0.9871,0.9875,-0.00040000000000006697,-0.07072690335207987,0.07072690335207987,0.04192319073477201,False
False Alarm vs Correct Pass,sensor_201,False Alarm,Correct Pass,444,721,17.634999999999998,16.73,0.9049999999999976,0.07042895877847344,0.07042895877847344,0.043262120044171126,False
False Alarm vs Correct Pass,sensor_141,False Alarm,Correct Pass,444,713,0.26165,0.2241,0.03755,0.07012306836991278,0.07012306836991278,0.04463190840108148,False
False Alarm vs Correct Pass,sensor_015,False Alarm,Correct Pass,446,721,8.657499999999999,9.0556,-0.39810000000000123,-0.07007581647313454,0.07007581647313454,0.044027210119028985,False
False Alarm vs Correct Pass,sensor_138,False Alarm,Correct Pass,443,722,122.5,112.30000000000001,10.199999999999989,0.0698836314976583,0.0698836314976583,0.045000644183792154,False
False Alarm vs Correct Pass,sensor_552,False Alarm,Correct Pass,367,617,1.2,1.15,0.050000000000000044,0.0695551561347647,0.0695551561347647,0.06756237186235341,False
False Alarm vs Correct Pass,sensor_048,False Alarm,Correct Pass,445,724,1.2653,1.2416,0.023700000000000054,0.06916940840523922,0.06916940840523922,0.04681407317686721,False
False Alarm vs Correct Pass,sensor_269,False Alarm,Correct Pass,443,719,17.534,17.977,-0.4430000000000014,-0.06879067679276141,0.06879067679276141,0.048638239475220044,False
False Alarm vs Correct Pass,sensor_541,False Alarm,Correct Pass,443,719,1.7491,1.7798,-0.03069999999999995,-0.06869335074736982,0.06869335074736982,0.04895780440739593,False
False Alarm vs Correct Pass,sensor_021,False Alarm,Correct Pass,446,724,1.40415,1.4063500000000002,-0.002200000000000202,-0.06825558060600057,0.06825558060600057,0.04963614017377964,False
False Alarm vs Correct Pass,sensor_438,False Alarm,Correct Pass,445,724,3.9697,3.7515,0.21819999999999995,0.06781302377552922,0.06781302377552922,0.05129627594283538,False
False Alarm vs Correct Pass,sensor_357,False Alarm,Correct Pass,446,723,1.29075,1.2446,0.046150000000000135,0.06772664967220532,0.06772664967220532,0.051492784435974895,False
False Alarm vs Correct Pass,sensor_058,False Alarm,Correct Pass,445,723,0.9492,0.9495,-0.00029999999999996696,-0.06726653923259829,0.06726653923259829,0.0532470281353003,False
False Alarm vs Correct Pass,sensor_094,False Alarm,Correct Pass,446,722,-0.0002,-0.0003,9.999999999999996e-05,0.06722730829906953,0.06722730829906953,0.05326988827771794,False
False Alarm vs Correct Pass,sensor_406,False Alarm,Correct Pass,443,719,0.0229,0.0241,-0.0011999999999999997,-0.06720206456798228,0.06720206456798228,0.05407283524665584,False
False Alarm vs Correct Pass,sensor_152,False Alarm,Correct Pass,446,721,11.408999999999999,10.793,0.6159999999999997,0.06703134037802494,0.06703134037802494,0.05406242544435343,False
False Alarm vs Correct Pass,sensor_229,False Alarm,Correct Pass,446,722,0.015850000000000003,0.0153,0.0005500000000000036,0.06680806926449945,0.06680806926449945,0.05479797498523384,False
False Alarm vs Correct Pass,sensor_351,False Alarm,Correct Pass,446,704,0.019450000000000002,0.0179,0.0015500000000000028,0.0662549684060334,0.0662549684060334,0.05805126823062342,False
False Alarm vs Correct Pass,sensor_411,False Alarm,Correct Pass,443,722,4.9184,4.5550999999999995,0.3633000000000006,0.06607867536251821,0.06607867536251821,0.05802687897956034,False
False Alarm vs Correct Pass,sensor_437,False Alarm,Correct Pass,445,724,2.6529,2.8418,-0.1889000000000003,-0.06570240238376068,0.06570240238376068,0.05898175492998857,False
False Alarm vs Correct Pass,sensor_484,False Alarm,Correct Pass,446,704,137.86165,155.51319999999998,-17.651549999999986,-0.06552563187933147,0.06552563187933147,0.06078775053740497,False
False Alarm vs Correct Pass,sensor_488,False Alarm,Correct Pass,446,704,103.0299,127.64699999999999,-24.617099999999994,-0.0652135140644109,0.0652135140644109,0.06065678066932319,False
False Alarm vs Correct Pass,sensor_062,False Alarm,Correct Pass,445,721,10.4143,10.4437,-0.029399999999998983,-0.06519970702364075,0.06519970702364075,0.061151782753686164,False
False Alarm vs Correct Pass,sensor_308,False Alarm,Correct Pass,446,724,0.1332,0.1268,0.006400000000000017,0.06490164259346431,0.06490164259346431,0.061952372933431865,False
False Alarm vs Correct Pass,sensor_310,False Alarm,Correct Pass,446,724,0.1332,0.1268,0.006400000000000017,0.0648149295146545,0.0648149295146545,0.06230193567608922,False
False Alarm vs Correct Pass,sensor_425,False Alarm,Correct Pass,446,721,2.77125,2.6066,0.1646500000000004,0.06426363483701625,0.06426363483701625,0.06477693981633544,False
False Alarm vs Correct Pass,sensor_005,False Alarm,Correct Pass,444,713,1.2981,1.3321,-0.03400000000000003,-0.06359058918666216,0.06359058918666216,0.06860257454743084,False
False Alarm vs Correct Pass,sensor_546,False Alarm,Correct Pass,446,722,7.116,7.116,0.0,-0.06357216501248397,0.06357216501248397,0.053020927300815104,False
False Alarm vs Correct Pass,sensor_568,False Alarm,Correct Pass,324,632,0.050949999999999995,0.044700000000000004,0.006249999999999992,0.06246093139553066,0.06246093139553066,0.10813127790001795,False
False Alarm vs Correct Pass,sensor_109,False Alarm,Correct Pass,446,718,-0.00575,-0.01585,0.0101,0.061734139425659196,0.061734139425659196,0.07627394676349715,False
False Alarm vs Correct Pass,sensor_131,False Alarm,Correct Pass,442,719,0.75875,0.7527,0.00605,0.06129365194242875,0.06129365194242875,0.07915191024035835,False
False Alarm vs Correct Pass,sensor_480,False Alarm,Correct Pass,445,721,3.2306,3.1547,0.07589999999999986,0.06119777462637721,0.06119777462637721,0.07883880094115092,False
False Alarm vs Correct Pass,sensor_107,False Alarm,Correct Pass,446,718,0.00015000000000000001,0.0002,-4.9999999999999996e-05,-0.061184531021647115,0.061184531021647115,0.0788710238615386,False
False Alarm vs Correct Pass,sensor_312,False Alarm,Correct Pass,446,724,0.1002,0.0969,0.0032999999999999974,0.06099336025567981,0.06099336025567981,0.07939193551585079,False
False Alarm vs Correct Pass,sensor_101,False Alarm,Correct Pass,446,718,0.0,0.0,0.0,0.060332013440423715,0.060332013440423715,0.08124072896096728,False
False Alarm vs Correct Pass,sensor_279,False Alarm,Correct Pass,445,717,0.0011,0.0011,0.0,-0.06006299656809744,0.06006299656809744,0.08334421360986582,False
False Alarm vs Correct Pass,sensor_177,False Alarm,Correct Pass,446,724,0.2585,0.2384,0.020100000000000007,0.059568788246661564,0.059568788246661564,0.08666769229805824,False
False Alarm vs Correct Pass,sensor_011,False Alarm,Correct Pass,446,722,0.0006,-0.00015000000000000001,0.00075,0.05882700023601606,0.05882700023601606,0.0908337531755358,False
False Alarm vs Correct Pass,sensor_198,False Alarm,Correct Pass,445,721,18.89,19.45,-0.5599999999999987,-0.05792204958780722,0.05792204958780722,0.0962344389473131,False
False Alarm vs Correct Pass,sensor_494,False Alarm,Correct Pass,446,724,2.5979,2.574,0.023900000000000254,0.05777258875702995,0.05777258875702995,0.09659827969188749,False
False Alarm vs Correct Pass,sensor_585,False Alarm,Correct Pass,446,723,0.0036,0.0035,9.999999999999983e-05,0.05767572831190426,0.05767572831190426,0.09694204098149997,False
False Alarm vs Correct Pass,sensor_222,False Alarm,Correct Pass,446,724,0.0624,0.06175,0.0006499999999999978,0.05762084086911279,0.05762084086911279,0.09747458727531602,False
False Alarm vs Correct Pass,sensor_089,False Alarm,Correct Pass,446,724,1817.0274,1808.0062,9.021199999999908,0.057490771250898076,0.057490771250898076,0.09823690376775601,False
False Alarm vs Correct Pass,sensor_003,False Alarm,Correct Pass,444,713,2199.6445000000003,2200.9889,-1.3443999999994958,0.05733292900193332,0.05733292900193332,0.10062723798459847,False
False Alarm vs Correct Pass,sensor_448,False Alarm,Correct Pass,446,724,0.297,0.2739,0.02310000000000001,0.05707888412655149,0.05707888412655149,0.1006669896230297,False
False Alarm vs Correct Pass,sensor_013,False Alarm,Correct Pass,446,722,199.66385000000002,199.3796,0.2842500000000143,0.05663764083326095,0.05663764083326095,0.10351189213864992,False
False Alarm vs Correct Pass,sensor_394,False Alarm,Correct Pass,446,724,0.13555,0.1328,0.0027500000000000024,0.056493570844585284,0.056493570844585284,0.10420938818429928,False
False Alarm vs Correct Pass,sensor_054,False Alarm,Correct Pass,445,723,4.596,4.596,0.0,0.05511368051346599,0.05511368051346599,0.11324906970413287,False
False Alarm vs Correct Pass,sensor_350,False Alarm,Correct Pass,446,704,0.0239,0.0238,9.99999999999994e-05,0.05409829800244603,0.05409829800244603,0.12173383883429756,False
False Alarm vs Correct Pass,sensor_254,False Alarm,Correct Pass,446,704,0.031,0.03105,-5.000000000000143e-05,0.05377662556053808,0.05377662556053808,0.12396944329147555,False
False Alarm vs Correct Pass,sensor_487,False Alarm,Correct Pass,446,704,246.8594,243.71384999999998,3.1455500000000143,0.05371611292295153,0.05371611292295153,0.11706584330689956,False
False Alarm vs Correct Pass,sensor_526,False Alarm,Correct Pass,446,704,5.1745,5.1876,-0.013099999999999667,0.05304410415817373,0.05304410415817373,0.129176570842177,False
False Alarm vs Correct Pass,sensor_319,False Alarm,Correct Pass,445,724,2.8149,3.04325,-0.22834999999999983,-0.052933142963560775,0.052933142963560775,0.1281807458623609,False
False Alarm vs Correct Pass,sensor_097,False Alarm,Correct Pass,446,718,0.0,0.0129,-0.0129,-0.05291854553630537,0.05291854553630537,0.12861915784795744,False
False Alarm vs Correct Pass,sensor_106,False Alarm,Correct Pass,446,718,-0.0004,-0.0002,-0.0002,-0.05281549396055307,0.05281549396055307,0.1293146899420692,False
False Alarm vs Correct Pass,sensor_542,False Alarm,Correct Pass,443,719,9.3536,9.7755,-0.42189999999999905,-0.05042744971226021,0.05042744971226021,0.1483514245372863,False
False Alarm vs Correct Pass,sensor_356,False Alarm,Correct Pass,446,704,0.0304,0.0284,0.0019999999999999983,0.05030511108846314,0.05030511108846314,0.1501480378791436,False
False Alarm vs Correct Pass,sensor_208,False Alarm,Correct Pass,445,721,19.85,19.55,0.3000000000000007,0.05015817606632478,0.05015817606632478,0.14974966455668673,False
False Alarm vs Correct Pass,sensor_025,False Alarm,Correct Pass,445,724,65.25,-158.0,223.25,0.05010242721460045,0.05010242721460045,0.1498801696517359,False
False Alarm vs Correct Pass,sensor_028,False Alarm,Correct Pass,445,724,7.2602,7.26745,-0.007249999999999979,-0.04985411881556889,0.04985411881556889,0.15190958097458696,False
False Alarm vs Correct Pass,sensor_353,False Alarm,Correct Pass,446,704,0.0225,0.0213,0.0011999999999999997,0.049620362821035435,0.049620362821035435,0.1557734002989567,False
False Alarm vs Correct Pass,sensor_367,False Alarm,Correct Pass,446,722,0.0044,0.0043,0.00010000000000000026,0.04937704184937197,0.04937704184937197,0.15565640030872482,False
False Alarm vs Correct Pass,sensor_287,False Alarm,Correct Pass,446,721,3.5063,3.3245,0.18179999999999996,0.04921540212584663,0.04921540212584663,0.15726778334294547,False
False Alarm vs Correct Pass,sensor_436,False Alarm,Correct Pass,445,724,4.5449,4.4546,0.09030000000000005,0.049102985908498376,0.049102985908498376,0.15817713747664197,False
False Alarm vs Correct Pass,sensor_218,False Alarm,Correct Pass,446,704,0.06425,0.05975,0.004500000000000004,0.048836883408071685,0.048836883408071685,0.16241284976720505,False
False Alarm vs Correct Pass,sensor_239,False Alarm,Correct Pass,446,722,0.0047,0.0045,0.00020000000000000052,0.04871247034272019,0.04871247034272019,0.16134258158326253,False
False Alarm vs Correct Pass,sensor_027,False Alarm,Correct Pass,445,724,1.9845,1.9867499999999998,-0.0022499999999998632,-0.04843255323111306,0.04843255323111306,0.16393261353224264,False
False Alarm vs Correct Pass,sensor_344,False Alarm,Correct Pass,445,721,6.0274,5.9676,0.059800000000000075,0.04812915893967484,0.04812915893967484,0.16692778148054643,False
False Alarm vs Correct Pass,sensor_574,False Alarm,Correct Pass,446,724,0.2909,0.2937,-0.0028000000000000247,-0.04802356118227091,0.04802356118227091,0.16722478857746148,False
False Alarm vs Correct Pass,sensor_270,False Alarm,Correct Pass,443,719,3.6465,3.7838,-0.13729999999999976,-0.04720941111463439,0.04720941111463439,0.17601165482591596,False
False Alarm vs Correct Pass,sensor_449,False Alarm,Correct Pass,446,724,0.2481,0.251,-0.0029000000000000137,0.04679099670490294,0.04679099670490294,0.1783913564618126,False
False Alarm vs Correct Pass,sensor_165,False Alarm,Correct Pass,445,724,0.089,0.087,0.0020000000000000018,0.046520578558569836,0.046520578558569836,0.18120017842630465,False
False Alarm vs Correct Pass,sensor_116,False Alarm,Correct Pass,446,724,749.04025,752.0849000000001,-3.044650000000047,-0.04644104749399203,0.04644104749399203,0.18166443440112445,False
False Alarm vs Correct Pass,sensor_470,False Alarm,Correct Pass,445,721,5.3704,5.4904,-0.1200000000000001,-0.046321432467390844,0.046321432467390844,0.18344363025087607,False
False Alarm vs Correct Pass,sensor_074,False Alarm,Correct Pass,306,278,465.96865,466.13425,-0.16559999999998354,-0.045022805285183654,0.045022805285183654,0.34715416348157624,False
False Alarm vs Correct Pass,sensor_178,False Alarm,Correct Pass,446,724,0.299,0.298,0.0010000000000000009,0.044765626935559855,0.044765626935559855,0.19792470950808505,False
False Alarm vs Correct Pass,sensor_144,False Alarm,Correct Pass,445,717,0.0039,0.004,-0.00010000000000000026,-0.044229232288091724,0.044229232288091724,0.2042336863173302,False
False Alarm vs Correct Pass,sensor_512,False Alarm,Correct Pass,446,722,0.0,0.0,0.0,0.04379339900376378,0.04379339900376378,0.17223749008712574,False
False Alarm vs Correct Pass,sensor_419,False Alarm,Correct Pass,446,722,288.8348,312.2,-23.365200000000016,-0.04326857384196858,0.04326857384196858,0.20623140452671873,False
False Alarm vs Correct Pass,sensor_354,False Alarm,Correct Pass,446,704,0.0414,0.0424,-0.0010000000000000009,-0.04319009885854053,0.04319009885854053,0.2166567122481371,False
False Alarm vs Correct Pass,sensor_500,False Alarm,Correct Pass,446,722,0.0,0.0,0.0,-0.04312261654845162,0.04312261654845162,0.17815836651980477,False
False Alarm vs Correct Pass,sensor_564,False Alarm,Correct Pass,324,632,0.65675,0.64745,0.009299999999999975,0.04305360212533205,0.04305360212533205,0.2681187112116258,False
False Alarm vs Correct Pass,sensor_272,False Alarm,Correct Pass,442,723,46.73895,44.9257,1.8132500000000036,0.04286438482191479,0.04286438482191479,0.2190668811408465,False
False Alarm vs Correct Pass,sensor_434,False Alarm,Correct Pass,445,724,145.2439,154.6682,-9.424300000000017,-0.04246694394437889,0.04246694394437889,0.2218710731020399,False
False Alarm vs Correct Pass,sensor_212,False Alarm,Correct Pass,446,704,0.0533,0.05305,0.0002500000000000002,0.04217730839788025,0.04217730839788025,0.22762802024716478,False
False Alarm vs Correct Pass,sensor_528,False Alarm,Correct Pass,446,724,6.5474499999999995,6.32685,0.22059999999999924,0.04122587518271681,0.04122587518271681,0.2357609226427293,False
False Alarm vs Correct Pass,sensor_311,False Alarm,Correct Pass,446,724,0.3029,0.2996,0.003300000000000025,0.041098902460174,0.041098902460174,0.237202096682403,False
False Alarm vs Correct Pass,sensor_558,False Alarm,Correct Pass,367,617,1.5493,1.5411,0.008199999999999985,0.04097350721386328,0.04097350721386328,0.2816844449863899,False
False Alarm vs Correct Pass,sensor_576,False Alarm,Correct Pass,446,724,0.08945,0.08955,-0.00010000000000000286,-0.04095334836360032,0.04095334836360032,0.23886678249181226,False
False Alarm vs Correct Pass,sensor_413,False Alarm,Correct Pass,444,713,24.716,26.8519,-2.1358999999999995,-0.04022781547325727,0.04022781547325727,0.2493372324459613,False
False Alarm vs Correct Pass,sensor_565,False Alarm,Correct Pass,324,632,5.45,5.0,0.4500000000000002,-0.04019182684794498,0.04019182684794498,0.3012349540117375,False
False Alarm vs Correct Pass,sensor_495,False Alarm,Correct Pass,446,724,0.23935,0.23004999999999998,0.00930000000000003,0.040064539305799896,0.040064539305799896,0.24921889885660942,False
False Alarm vs Correct Pass,sensor_360,False Alarm,Correct Pass,446,724,0.0198,0.0196,0.00020000000000000226,0.03998092312266177,0.03998092312266177,0.2501943660605279,False
False Alarm vs Correct Pass,sensor_417,False Alarm,Correct Pass,445,717,3.234,3.2469,-0.012900000000000134,-0.03997618040211237,0.03997618040211237,0.2514723220086029,False
False Alarm vs Correct Pass,sensor_223,False Alarm,Correct Pass,446,724,0.0023499999999999997,0.0023,4.99999999999997e-05,0.0399716324356465,0.0399716324356465,0.25019879148277857,False
False Alarm vs Correct Pass,sensor_256,False Alarm,Correct Pass,446,724,0.4104,0.4005,0.009899999999999964,0.03985704729579065,0.03985704729579065,0.25167964966444656,False
False Alarm vs Correct Pass,sensor_457,False Alarm,Correct Pass,445,724,11.7001,11.23695,0.4631500000000006,0.03971692842510399,0.03971692842510399,0.2536807258010386,False
False Alarm vs Correct Pass,sensor_093,False Alarm,Correct Pass,446,722,0.0005,0.0004,9.999999999999999e-05,0.03896438642038191,0.03896438642038191,0.2626638491785518,False
