monitoring_rank,feature,reference_count,current_count,reference_missing_rate,current_missing_rate,missing_rate_difference,reference_mean,current_mean,absolute_mean_shift,standardised_mean_shift,reference_std,current_std,standard_deviation_ratio,reference_median,current_median,absolute_median_shift,psi,ks_statistic,ks_p_value,wasserstein_distance,reference_constant,current_constant,overall_severity,feature_health_score,drift_detected,notes,psi_severity,ks_statistic_severity,standardised_mean_shift_severity,missing_rate_difference_severity,constant_sensor_change_severity,measurement_availability_severity,severity_rank
104,sensor_181,1252,314,0.0007980845969672786,0.0,0.0007980845969672786,18.957244408945687,19.236592356687897,0.2793479477422096,0.08426280922869163,3.31519860658872,3.2931603307896262,0.9933523512723207,18.655,18.82,0.16499999999999915,0.050770369352773397,0.05189149589955433,0.49812335790485945,0.3065416066717366,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
105,sensor_478,1249,312,0.0031923383878691143,0.006369426751592357,0.0031770883637232427,6.371214491593276,5.804386217948719,0.5668282736445569,0.050660528975802054,11.188755528299,4.209572852375374,0.37623244530889716,5.243,5.19165,0.05135000000000023,0.05072632658572977,0.07637135349305085,0.10371867435504928,0.5658984750015236,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
106,sensor_146,1251,314,0.0015961691939345571,0.0,0.0015961691939345571,0.06332398081534772,0.06480636942675158,0.0014823886114038592,0.05426724004444067,0.02731645482965225,0.02319511400992406,0.8491260727122453,0.0581,0.0617,0.003599999999999999,0.05066784089631455,0.09324005763542031,0.02372317777110963,0.003427425673922171,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
107,sensor_147,1251,314,0.0015961691939345571,0.0,0.0015961691939345571,0.05495475619504397,0.05523025477707007,0.00027549858202609995,0.012383324221581045,0.02224754654699056,0.020190892719656316,0.9075559265382254,0.0498,0.05055,0.0007500000000000007,0.050326309470320935,0.07947018181633037,0.07979426761085696,0.0019511169327485615,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
108,sensor_439,1252,313,0.0007980845969672786,0.0031847133757961785,0.0023866287788289,54.9732500798722,53.612259105431306,1.3609909744408952,0.03964389403708576,34.330405917434,33.23529103522361,0.9681007301561134,49.2374,48.4305,0.8068999999999988,0.050234565273972485,0.06309904153354634,0.2631057571935148,2.410596401807206,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
109,sensor_163,1252,313,0.0007980845969672786,0.0031847133757961785,0.0023866287788289,4807.826677316294,4754.466453674121,53.36022364217297,0.008254055350434983,6464.728109602624,6908.11185516842,1.0685850569503768,1869.0,1478.0,391.0,0.05020539589968464,0.06469648562300323,0.23729109416522415,369.2131185239289,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
110,sensor_010,1251,314,0.0015961691939345571,0.0,0.0015961691939345571,-0.0011,0.00019076433121019111,0.0012907643312101912,0.08522962642103452,0.015144549910776484,0.014982183584946381,0.9892788939396233,-0.0013,-0.0008500000000000001,0.0004499999999999999,0.049989775051694635,0.05889046724403918,0.33932126712748834,0.001505885264644023,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
111,sensor_573,1253,314,0.0,0.0,0.0,27.402680367118915,32.63009585987261,5.227415492753696,0.06291983350512177,83.08056778834573,98.15724208370885,1.181470525499683,8.7,8.49,0.20999999999999908,0.049727288006252576,0.045788197497979355,0.6586110973216431,4.931092454316181,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
112,sensor_134,1245,314,0.006384676775738229,0.0,0.006384676775738229,1003.9074467469878,1004.580928343949,0.67348159696121,0.10547719407190231,6.385092084475693,7.095974033277691,1.1113346431651927,1003.8773,1005.1548,1.2775000000000318,0.04958451394060316,0.09122093469419079,0.028803426730960667,0.9543556856656465,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
113,sensor_300,1252,313,0.0007980845969672786,0.0031847133757961785,0.0023866287788289,0.05979816293929713,0.06214153354632587,0.002343370607028744,0.018307382967624884,0.1280013976422957,0.14176194789857988,1.1075031250419507,0.03975,0.0404,0.0006499999999999978,0.04918260770711253,0.04712460063897764,0.6243332015128603,0.003248837426014604,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
114,sensor_281,1251,314,0.0015961691939345571,0.0,0.0015961691939345571,0.017957873701039167,0.018335031847133757,0.00037715814609459025,0.05623873090716671,0.006706377260133507,0.005503108227059225,0.8205783858556255,0.0168,0.01765,0.0008500000000000001,0.04903904025079567,0.08864500756083027,0.03633402281076013,0.0009075840104368635,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
115,sensor_016,1250,314,0.0023942537909018356,0.0,0.0023942537909018356,412.84899752,414.0296576433121,1.180660123312066,0.08142966437527693,14.4991402380203,25.316644889738456,1.7460790415249594,412.0905,412.75325,0.66274999999996,0.048682382506384514,0.04889681528662415,0.5756476681048792,1.039648305963627,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
116,sensor_448,1253,313,0.0,0.0031847133757961785,0.0031847133757961785,0.28031221069433365,0.2882329073482428,0.007920696653909154,0.09114015174836353,0.08690677491714155,0.08449128750134903,0.972205994088545,0.2797,0.2805,0.0008000000000000229,0.048673464087624116,0.07162618023452977,0.14685467643390235,0.008790504568632701,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
117,sensor_337,1248,312,0.0039904229848363925,0.006369426751592357,0.0023790037667559645,9.833219230769231,9.349055128205128,0.4841641025641028,0.05795813603401868,8.353686569214743,2.492449897848603,0.2983652639104099,9.05795,9.1604,0.10244999999999926,0.048576891470268946,0.049679487179487114,0.5585565005135955,0.534528121565006,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
118,sensor_318,1252,314,0.0007980845969672786,0.0,0.0007980845969672786,0.17236485623003195,0.17368280254777071,0.0013179463177387662,0.017955531701731666,0.07340057312876237,0.06832651048876352,0.9308716209736168,0.1619,0.1673,0.005400000000000016,0.048300206332519274,0.045237174660670315,0.6735421420842902,0.004119955891827757,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
119,sensor_575,1253,314,0.0,0.0,0.0,8.847808379888267,10.417336624203822,1.5695282443155545,0.06058449226953223,25.906435550089867,30.646991750008286,1.182987589734319,2.987,2.9594,0.02760000000000007,0.04813659719069822,0.05214237422542589,0.491748271890667,1.4557027069111188,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
120,sensor_009,1251,314,0.0015961691939345571,0.0,0.0015961691939345571,1.464348201438849,1.4569391719745222,0.007409029464326755,0.1004815751780395,0.07373520420235229,0.0743590054229553,1.008460018892619,1.4636,1.4509500000000002,0.012649999999999828,0.04805348008585528,0.08296038328572808,0.05975894074282368,0.008205980004028054,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
121,sensor_576,1253,314,0.0,0.0,0.0,0.10418491620111732,0.10690095541401275,0.002716039212895427,0.04138033398835358,0.06563599060509882,0.07585915041680646,1.1557553975716712,0.0893,0.0906,0.0012999999999999956,0.04789965711748069,0.04945328663437054,0.560676521257886,0.0041543494946397865,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
122,sensor_178,1253,313,0.0,0.0031847133757961785,0.0031847133757961785,0.39932960893854746,0.3764664536741214,0.02286315526442606,0.07896209065936227,0.28954597166197565,0.25418719062424716,0.8778819790350689,0.298,0.307,0.009000000000000008,0.04785202945982673,0.05334927802666567,0.46373937427447026,0.031006693380066796,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
123,sensor_034,1253,313,0.0,0.0031847133757961785,0.0031847133757961785,8.952911971268955,8.989768370607027,0.036856399338072166,0.028330064215844282,1.300964200337369,1.5079659719483287,1.1591141182495872,8.77,8.7646,0.005399999999999849,0.04776787382787136,0.029238453908702167,0.9814884310989558,0.039106802999194445,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
124,sensor_031,1252,313,0.0007980845969672786,0.0031847133757961785,0.0023866287788289,0.1848385782747604,0.18144025559105434,0.003398322683706073,0.10382592229700327,0.03273096552886734,0.03369862056731095,1.0295639014250948,0.1872,0.1837,0.003500000000000003,0.04774931033944925,0.07667731629392971,0.10037702144924505,0.003525153531910289,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
125,sensor_185,1252,314,0.0007980845969672786,0.0,0.0007980845969672786,0.14552979233226837,0.1419671974522293,0.0035625948800390717,0.029911244924741065,0.11910553669707923,0.06331117713790421,0.5315552819255024,0.1324,0.1345,0.0021000000000000185,0.047656379219693984,0.048426975438025266,0.5879021223709991,0.006407333409485583,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
126,sensor_418,1251,314,0.0015961691939345571,0.0,0.0015961691939345571,8.196630135891287,8.168098089171975,0.02853204671931131,0.006880350355008369,4.146888638969113,3.669527792099842,0.8848869867438882,7.3635,7.48875,0.12524999999999942,0.04756241847993485,0.041648210094344884,0.768236879591767,0.26121146171196225,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
127,sensor_037,1253,313,0.0,0.0031847133757961785,0.0031847133757961785,49.41654086193137,49.42069169329074,0.004150831359375218,0.0034511102773800923,1.2027524552261826,1.1001528878576587,0.9146960233398738,49.6036,49.5987,0.004899999999999238,0.04749564947184085,0.06367083217530323,0.2535564430636295,0.04940520735951169,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
128,sensor_129,1244,314,0.007182761372705506,0.0,0.007182761372705506,3.18908922829582,3.204436305732484,0.01534707743666397,0.05473174654050463,0.2804054028370217,0.18633476029698537,0.6645191512422018,3.195,3.195,0.0,0.046991179131440804,0.04996211112704037,0.5483069862235195,0.020867358349340337,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
129,sensor_561,1252,314,0.0007980845969672786,0.0,0.0007980845969672786,0.07208881789137381,0.07385732484076434,0.0017685069493905275,0.03470816802088054,0.050953624182255554,0.054056076319594824,1.0608877619036898,0.058499999999999996,0.059399999999999994,0.000899999999999998,0.04693350227572157,0.04380252742109439,0.7119381309793218,0.002496476155835514,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
130,sensor_484,1233,310,0.01596169193934557,0.012738853503184714,0.003222838436160856,205.55290705596107,210.58651612903228,5.033609073071204,0.02630804452649028,191.33345574212964,199.10272257180492,1.0406058982185862,146.5192,155.0563,8.537099999999981,0.046915853458427394,0.039609659105774075,0.8245248510978144,9.336416938610277,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
131,sensor_296,1252,313,0.0007980845969672786,0.0031847133757961785,0.0023866287788289,254.48210311501603,247.0671782747604,7.4149248402556225,0.026231086151649367,282.6770038185927,287.3000547625524,1.0163545349692702,197.18824999999998,187.6564,9.531849999999991,0.04667098871855098,0.06309904153354631,0.26310575719351526,10.685876610995372,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
132,sensor_189,1252,314,0.0007980845969672786,0.0,0.0007980845969672786,43.267990415335454,42.985850318471336,0.28214009686411856,0.012934758008682032,21.812553174534944,21.33855992278211,0.9782697033235799,40.1345,40.354,0.21949999999999648,0.04666426978918595,0.03375999674406305,0.9332591810943577,0.8380018982946893,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
133,sensor_408,1245,314,0.006384676775738229,0.0,0.006384676775738229,1.2351859437751005,1.2193544585987264,0.015831485176374116,0.04388566016082865,0.36074392223692564,0.3803642416026532,1.0543884959837009,1.2397,1.2410999999999999,0.0013999999999998458,0.04658137888009876,0.06506535696927834,0.23090777887549632,0.026367209100992862,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
134,sensor_083,1233,310,0.01596169193934557,0.012738853503184714,0.003222838436160856,0.00727631792376318,0.0011967741935483874,0.006079543730214792,0.17009818788983425,0.03574137858630374,0.03703060471222928,1.03607096807451,0.0088,0.0046,0.004200000000000001,0.04653697497315163,0.07347670250896055,0.13195988196369585,0.005901008115222329,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
135,sensor_583,1252,314,0.0007980845969672786,0.0,0.0007980845969672786,0.49999672523961664,0.5004926751592357,0.0004959499196190431,0.14378832434324348,0.003449166835237186,0.003193880506979461,0.9259860886838865,0.5,0.5006,0.0006000000000000449,0.046472039374077435,0.07481532732341628,0.11503027631638563,0.000534950065180298,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
136,sensor_168,1252,313,0.0007980845969672786,0.0031847133757961785,0.0023866287788289,1.2337060702875398,1.2440894568690097,0.010383386581469978,0.021338419361683198,0.48660523563029856,1.0283973801303652,2.11341207374862,1.2,1.1,0.09999999999999987,0.04621186318430966,0.06549520766773165,0.2251166648430049,0.0864795726657585,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
137,sensor_282,1251,314,0.0015961691939345571,0.0,0.0015961691939345571,0.015059072741806553,0.015233439490445859,0.0001743667486393055,0.031204238533446827,0.005587918719836966,0.005379531342150832,0.9627075145265868,0.0139,0.0142,0.00030000000000000165,0.046128165926685144,0.05463909127475092,0.43167961314345255,0.0005516186356526691,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
138,sensor_407,1245,314,0.006384676775738229,0.0,0.006384676775738229,6.7102673895582345,6.811292356687899,0.10102496712966413,0.035773877830070425,2.823987033486922,2.854766492189058,1.0108992917945983,5.9144,6.02965,0.11525000000000052,0.04573528184910961,0.04894482388151333,0.5748953582520507,0.18904843036229424,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
139,sensor_299,1252,313,0.0007980845969672786,0.0031847133757961785,0.0023866287788289,0.06391054313099041,0.06338019169329073,0.0005303514376996804,0.008401458788027713,0.06312611310495796,0.06854840506636622,1.0858961798011035,0.0526,0.0534,0.0008000000000000021,0.04567898952340951,0.05750798722044728,0.3692796652080457,0.0026701324447570667,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
140,sensor_271,1250,312,0.0023942537909018356,0.006369426751592357,0.003975172960690521,29.40056424,28.698296474358976,0.7022677656410252,0.08178306130709884,8.586958649101923,7.603037640067934,0.8854168222718886,28.85085,28.4968,0.35405000000000086,0.0456383737953524,0.06128205128205133,0.29648867251161565,0.7548453579204821,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
141,sensor_088,1253,314,0.0,0.0,0.0,0.9821431763766959,0.9835261146496818,0.0013829382729858564,0.10188844667788848,0.013573062678616509,0.009349669119886021,0.6888400459990379,0.9874,0.9878,0.00039999999999995595,0.04556880577953084,0.0643144351645224,0.24191878844742606,0.0013769369469569669,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
142,sensor_128,1244,314,0.007182761372705506,0.0,0.007182761372705506,0.6500772508038585,0.642140127388535,0.007937123415323488,0.05837121839107205,0.13597666168533293,0.13316059072184033,0.9792900419190366,0.6539,0.6482,0.005700000000000038,0.04540599022265255,0.04701292317775008,0.6265410162496776,0.009908872536199848,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
143,sensor_251,1253,314,0.0,0.0,0.0,109.67298268156424,109.56311305732486,0.10986962423937996,0.0019510316714748818,56.31360364146424,47.21162623993871,0.8383698287277844,103.1838,102.25155000000001,0.9322499999999962,0.044842737843669794,0.05253379151183657,0.48203693410045717,4.9590321317313375,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
144,sensor_311,1253,313,0.0,0.0031847133757961785,0.0031847133757961785,0.30473304070231444,0.30482683706070285,9.379635838840938e-05,0.002160521444240494,0.04341375950627622,0.04371350985828542,1.006904501140148,0.3029,0.3011,0.0018000000000000238,0.04483638917920313,0.05535851336982933,0.41649333811697814,0.003122103134165201,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
145,sensor_240,1251,314,0.0015961691939345571,0.0,0.0015961691939345571,0.004595123900879297,0.004494267515923567,0.00010085638495573035,0.06776929732374946,0.0014882312335911686,0.0012362336926742754,0.8306731271129071,0.0044,0.0043,0.00010000000000000026,0.044807368378024494,0.05169622263972262,0.50313349449207,0.00015747489230972714,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
146,sensor_252,1253,314,0.0,0.0,0.0,0.00466073423782921,0.0027847133757961788,0.0018760208620330313,0.04492739876962849,0.041756721141426194,0.006935869314254786,0.16610186635017704,0.001,0.001,0.0,0.04478903479438094,0.05266850005845847,0.4787160980995487,0.001964298482666859,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
147,sensor_139,1240,313,0.010375099760574621,0.0031847133757961785,0.007190386384778443,57.73846887096774,57.066440255591054,0.6720286153766892,0.05522707433084353,12.168463086616393,13.02900593500517,1.0707191074389053,56.0999,55.7002,0.3996999999999957,0.044745875059808454,0.06207358548902403,0.28177266010272073,0.9576280426071708,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
148,sensor_200,1249,312,0.0031923383878691143,0.006369426751592357,0.0031770883637232427,11.798246597277823,10.466442307692306,1.3318042895855164,0.07380334597048371,18.045310440506952,6.963106809029999,0.38586794236577193,8.58,8.48,0.09999999999999964,0.04452755407765085,0.0646799490874751,0.23906738351517548,1.4281412293174007,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
149,sensor_470,1249,312,0.0031923383878691143,0.006369426751592357,0.0031770883637232427,5.694494155324259,5.533383653846154,0.16111050147810513,0.04638208918029978,3.4735499052624568,1.177736415718217,0.339058441030007,5.4756,5.46685,0.008750000000000036,0.044510476303267696,0.04935486851019277,0.5669590376509639,0.21216738600462048,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
150,sensor_363,1215,301,0.030327214684756583,0.041401273885350316,0.011074059200593733,0.018431604938271607,0.018186378737541527,0.00024522620073007956,0.01100235165188468,0.02228852598872104,0.01885216116283258,0.8458235942732414,0.0123,0.0132,0.0008999999999999998,0.044506080385749124,0.057979574258644084,0.38192213882711396,0.0011122734846959025,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
151,sensor_122,1244,314,0.007182761372705506,0.0,0.007182761372705506,15.79586816720257,15.79863057324841,0.0027624060458393274,0.028510639603910263,0.09689035687085956,0.10989845947309047,1.134255905565182,15.79,15.79,0.0,0.04440681646868568,0.05574272431236815,0.4070968754601204,0.011564908251594926,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
152,sensor_361,1253,314,0.0,0.0,0.0,0.003293136472466081,0.0015550955414012737,0.0017380409310648072,0.07788102940907847,0.022316614768091478,0.002691411525061237,0.12060124499301052,0.0007,0.0007,0.0,0.0443441472992315,0.055403337721951385,0.41387604253570137,0.0016180124068011891,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
153,sensor_572,1253,314,0.0,0.0,0.0,2.1017574620909816,2.1021509554140128,0.0003934933230311799,0.0014024884486203769,0.28056796005575513,0.25258820244631125,0.9002745801627396,2.1206,2.113,0.007600000000000051,0.04433710050499102,0.031890342159708374,0.9576360133744217,0.019943774405035655,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
154,sensor_542,1245,314,0.006384676775738229,0.0,0.006384676775738229,9.66128843373494,9.414726433121018,0.2465620006139222,0.08482691952317527,2.9066480546492066,2.8513460172350062,0.9809739478690087,9.5858,9.21815,0.36765000000000114,0.04431976034123773,0.06509605300181615,0.23044029628277132,0.25883982821660445,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
155,sensor_203,1248,312,0.0039904229848363925,0.006369426751592357,0.0023790037667559645,10.280708814102564,9.729481410256412,0.551227403846152,0.03458061386844619,15.940359125583106,7.267857084484348,0.45594061132662755,8.4495,8.687999999999999,0.23849999999999838,0.04420050856435606,0.04647435897435903,0.6437891734760159,0.7574572362151839,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
156,sensor_413,1240,313,0.010375099760574621,0.0031847133757961785,0.007190386384778443,30.996457822580645,30.574014696485623,0.4224431260950219,0.022820330264363805,18.511700803678046,18.04503502122096,0.9747907668016996,26.13005,26.1569,0.026849999999999596,0.044127949684408245,0.0496547459548593,0.5583880269873366,1.5092937257076904,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
157,sensor_393,1253,314,0.0,0.0,0.0,0.004518276137270551,0.00459076433121019,7.248819393963941e-05,0.024502673704491384,0.00295837894320701,0.0029482453852471336,0.9965746247676807,0.0048,0.0052499999999999995,0.0004499999999999999,0.04403796391469167,0.051351914640531515,0.5116296558546786,0.00020218787355924512,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
158,sensor_177,1253,313,0.0,0.0031847133757961785,0.0031847133757961785,0.24334996009577017,0.25019329073482427,0.006843330639054096,0.0908597539730239,0.0753175123177845,0.0731580151398359,0.9713280867690225,0.2429,0.2436,0.0007000000000000062,0.043626118483168635,0.06764085683178264,0.19468700750422363,0.007583244255266281,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
159,sensor_024,1252,313,0.0007980845969672786,0.0031847133757961785,0.0023866287788289,-3799.3359291533548,-3834.154951757189,34.81902260383413,0.02488734768638556,1399.0652215174225,1303.583876184737,0.9317534709145819,-3817.5,-3839.25,21.75,0.043588685528189196,0.06230031948881787,0.27675821256764027,124.13938150462772,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
160,sensor_220,1242,313,0.008778930566640064,0.0031847133757961785,0.005594217190843885,0.003265780998389694,0.0032073482428115014,5.843275557819265e-05,0.035231809162872406,0.0016585227090685315,0.0015976275470144078,0.9632834921577144,0.003,0.0031,9.999999999999983e-05,0.043372513294818615,0.0392621403178425,0.8284347862223854,9.95287078870666e-05,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
161,sensor_333,1248,312,0.0039904229848363925,0.006369426751592357,0.0023790037667559645,2.669309855769231,2.2901833333333332,0.37912652243589795,0.06044994384724809,6.27174316975246,1.3852490522280896,0.22087145706299133,2.0600500000000004,2.0716,0.011549999999999727,0.04331142633960658,0.05849358974358976,0.3506657810189532,0.3719177070964825,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
162,sensor_453,1252,314,0.0007980845969672786,0.0,0.0007980845969672786,5.331318690095847,5.408605732484077,0.07728704238822992,0.08392176659053499,0.9209415569779801,0.9110408109411238,0.9892493221075341,5.2499,5.3543,0.10440000000000005,0.043076787572316394,0.05763517225941678,0.3650535314074981,0.08754684614544467,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
163,sensor_472,1249,312,0.0031923383878691143,0.006369426751592357,0.0031770883637232427,9.806991112890312,8.965480448717948,0.8415106641723646,0.07652478864129567,10.996576130603694,5.779706442175018,0.5255914544246166,7.4028,7.3521,0.05069999999999997,0.043027783484896096,0.060574100305885725,0.30970230234944385,0.9355876198520818,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
164,sensor_018,1250,314,0.0023942537909018356,0.0,0.0023942537909018356,0.97137568,0.9717156050955413,0.0003399250955413713,0.026055683434892486,0.013046101684140067,0.006878580342197318,0.5272517805498554,0.9724,0.9727,0.00029999999999996696,0.04267654130341523,0.046089171974522336,0.6507983345937127,0.0005311287764240702,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
165,sensor_135,1245,314,0.006384676775738229,0.0,0.006384676775738229,39.390933895582336,39.396120382165606,0.0051864865832698115,0.001741208079263802,2.978671328852726,3.041636671608766,1.0211387346251095,38.9581,38.7851,0.17300000000000182,0.04264006789831911,0.047253984089223156,0.6199664235713997,0.133794798802807,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
166,sensor_076,1233,310,0.01596169193934557,0.012738853503184714,0.003222838436160856,-0.0067618004866180055,-0.00746483870967742,0.0007030382230594143,0.031153626160649636,0.022566818367597503,0.021190324679113904,0.9390036439314798,-0.0062,-0.006999999999999999,0.0007999999999999995,0.042634822179169266,0.04900975852235567,0.5809913934322302,0.0016962408354300222,False,False,Normal,100.0,False,No additional data-quality note.,Normal,Normal,Normal,Normal,Normal,Normal,0
167,sensor_312,1253,313,0.0,0.0031847133757961785,0.0031847133757961785,0.09682889066241021,0.09940766773162939,0.0025787770692191764,0.0891562450918051,0.028924244920406676,0.02822897910889215,0.975962525091744,0.0974,0.099,0.0016000000000000042,0.04251234770442781,0.06652659814528195,0.21002827037268035,0.0028519211904597308,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
168,sensor_305,1252,313,0.0007980845969672786,0.0031847133757961785,0.0023866287788289,0.13235359424920126,0.13096805111821086,0.001385543130990402,0.02146918422552224,0.06453636600422337,0.0662683148489567,1.0268367891154577,0.1385,0.1358,0.002700000000000008,0.04242234375131645,0.043929712460063886,0.7100327045966147,0.0031129282435588736,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
169,sensor_059,1250,313,0.0023942537909018356,0.0031847133757961785,0.0007904595848943429,4.596186960000001,4.581829392971246,0.014357567028755014,0.16988436596282253,0.08451376291975579,0.08656464106089815,1.0242667947833493,4.57805,4.5617,0.016350000000000087,0.042374717628615784,0.09979297124600639,0.012614920451964624,0.014393205517830167,False,False,Normal,100.0,False,Current missingness exceeds reference missingness.,Normal,Normal,Normal,Normal,Normal,Normal,0
