wafer_id,target,status,timestamp,calibrated_failure_probability,prediction_confidence,combined_uncertainty,data_confidence,ood_percentile,missing_sensor_rate,probability_interval_lower,probability_interval_upper,probability_interval_width,uncertainty_adjusted_decision,abstention_reason,failed_neighbour_count,passed_neighbour_count,historical_weighted_failure_rate,historical_raw_failure_rate,mean_similarity,maximum_similarity,historical_evidence_level,positive_shap_total,negative_shap_total,top_risk_features,top_protective_features,explanation_text,model_evidence_strength,prediction_reliability,data_familiarity_score,data_familiarity_band,derived_historical_evidence,evidence_agreement,evidence_conflict_flag,recommended_action,engineering_evidence_narrative,primary_decision_retained,new_failure_probability_created,physical_root_cause_claimed
WF-001355,0,Pass,2008-10-06 08:24:00,0.0186270885350573,0.3206041934136843,0.6793958065863157,0.4796447636782833,0.8483639265762171,0.0088888888888888,0.0156348123511293,0.0376769455791526,0.0220421332280232,Low Risk,No abstention,1,9,0.1010364012052636,0.1,0.5190060728734576,0.7291737479079703,Limited Failure Evidence,0.1050881741962387,0.3371596027676672,,"sensor_104, sensor_060, sensor_317, sensor_201, sensor_453","The record was assigned to Low Risk with a calibrated failure probability of 1.86%. The strongest model contributions increasing risk were no dominant positive sensor contribution. Contributions reducing predicted risk were sensor_104, sensor_060, sensor_317. The internal prediction-confidence score was 32.06%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Moderate Low-Risk Signal,Moderate Reliability,0.15163607342378294,Unusual,Limited Historical Failure Evidence,Low-Risk Decision with Reliability Caution,True,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,"The primary operational decision is Low Risk. The retained Beta-calibrated model estimated a failure probability of 1.86%, corresponding to Moderate Low-Risk Signal. Prediction reliability is Moderate Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 1 observed failures, with a similarity-weighted historical failure rate of 10.10%; this is classified as Limited Historical Failure Evidence. The principal model-attribution features were no dominant positive sensor attribution was available. Overall evidence status: Low-Risk Decision with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-001467,0,Pass,2008-10-12 00:57:00,0.0158861525010141,0.376714908862755,0.623285091137245,0.5030286423694245,0.8260175578611333,0.0088888888888888,0.0169073231955395,0.0254045837320138,0.0084972605364742,Low Risk,No abstention,0,10,0.0,0.0,0.4349059421581659,0.642964303433129,No Retrieved Failure Evidence,0.094207556965855,0.3398504141087122,,"sensor_034, sensor_104, sensor_131, sensor_060, sensor_317","The record was assigned to Low Risk with a calibrated failure probability of 1.59%. The strongest model contributions increasing risk were no dominant positive sensor contribution. Contributions reducing predicted risk were sensor_034, sensor_104, sensor_131. The internal prediction-confidence score was 37.67%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Low-Risk Signal,Moderate Reliability,0.1739824421388667,Unusual,No Retrieved Historical Failure Evidence,Low-Risk Decision with Reliability Caution,True,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,"The primary operational decision is Low Risk. The retained Beta-calibrated model estimated a failure probability of 1.59%, corresponding to Strong Low-Risk Signal. Prediction reliability is Moderate Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 0 observed failures, with a similarity-weighted historical failure rate of 0.00%; this is classified as No Retrieved Historical Failure Evidence. The principal model-attribution features were no dominant positive sensor attribution was available. Overall evidence status: Low-Risk Decision with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000461,0,Pass,2008-08-28 03:29:00,0.0916390001200131,0.2729614092316619,0.7270385907683381,0.5635152966214418,0.6967278531524341,0.0266666666666666,0.0691226382671652,0.1033902024752964,0.0342675642081311,High Risk,No abstention,0,10,0.0,0.0,0.4644231761934522,0.6286515122613017,No Retrieved Failure Evidence,0.1837545040035709,0.2473259325749995,"sensor_104, sensor_520, sensor_386, sensor_034","sensor_131, sensor_060, sensor_127, sensor_342, sensor_578","The record was assigned to High Risk with a calibrated failure probability of 9.16%. The strongest model contributions increasing risk were sensor_104, sensor_520, sensor_386. Contributions reducing predicted risk were sensor_131, sensor_060, sensor_127. The internal prediction-confidence score was 27.30%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Risk Signal,Moderate Reliability,0.30327214684756587,Unusual,No Retrieved Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 9.16%, corresponding to Strong Risk Signal. Prediction reliability is Moderate Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 0 observed failures, with a similarity-weighted historical failure rate of 0.00%; this is classified as No Retrieved Historical Failure Evidence. The principal model-attribution features were sensor_104, sensor_520, sensor_386, sensor_034. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-001354,0,Pass,2008-10-06 07:38:00,0.0327598249483776,0.2905209992530018,0.7094790007469982,0.5152393367030239,0.8515562649640862,0.0088888888888888,0.0316828865387675,0.0621835019691066,0.030500615430339,Low Risk,No abstention,0,10,0.0,0.0,0.6345395985554971,0.7306412599386984,No Retrieved Failure Evidence,0.1106348207755781,0.2899443445851019,"sensor_130, sensor_034, sensor_064","sensor_104, sensor_060, sensor_511, sensor_184, sensor_432","The record was assigned to Low Risk with a calibrated failure probability of 3.28%. The strongest model contributions increasing risk were sensor_130, sensor_034, sensor_064. Contributions reducing predicted risk were sensor_104, sensor_060, sensor_511. The internal prediction-confidence score was 29.05%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Moderate Low-Risk Signal,Moderate Reliability,0.1484437350359138,Outside Typical Historical Experience,No Retrieved Historical Failure Evidence,Low-Risk Decision with Reliability Caution,True,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,"The primary operational decision is Low Risk. The retained Beta-calibrated model estimated a failure probability of 3.28%, corresponding to Moderate Low-Risk Signal. Prediction reliability is Moderate Reliability, and the record is outside typical historical experience relative to the development data. The ten retrieved development neighbours contained 0 observed failures, with a similarity-weighted historical failure rate of 0.00%; this is classified as No Retrieved Historical Failure Evidence. The principal model-attribution features were sensor_130, sensor_034, sensor_064. Overall evidence status: Low-Risk Decision with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000298,0,Pass,2008-08-19 08:33:00,0.1151980509692443,0.2434314078657533,0.7565685921342467,0.5895686796133723,0.6121308858739026,0.0355555555555555,0.0805677099118865,0.1269382245453957,0.0463705146335091,High Risk,No abstention,0,10,0.0,0.0,0.5873578319605838,0.801852502483975,No Retrieved Failure Evidence,0.2080557266408061,0.2421747742598538,"sensor_065, sensor_104, sensor_066, sensor_064","sensor_181, sensor_478, sensor_317, sensor_032, sensor_060","The record was assigned to High Risk with a calibrated failure probability of 11.52%. The strongest model contributions increasing risk were sensor_065, sensor_104, sensor_066. Contributions reducing predicted risk were sensor_181, sensor_478, sensor_317. The internal prediction-confidence score was 24.34%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Risk Signal,Low Reliability,0.38786911412609737,Unusual,No Retrieved Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 11.52%, corresponding to Strong Risk Signal. Prediction reliability is Low Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 0 observed failures, with a similarity-weighted historical failure rate of 0.00%; this is classified as No Retrieved Historical Failure Evidence. The principal model-attribution features were sensor_065, sensor_104, sensor_066, sensor_064. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000234,0,Pass,2008-08-17 14:21:00,0.1691337865727382,0.2002679604884241,0.7997320395115759,0.6120869025450032,0.6312849162011173,0.0088888888888888,0.1382248262269718,0.2053210270865892,0.0670962008596174,High Risk,No abstention,1,9,0.1687349656435694,0.1,0.269484886602999,0.4611557687472848,Limited Failure Evidence,0.2466481542954896,0.2278624400097753,"sensor_104, sensor_065, sensor_478, sensor_206, sensor_342","sensor_032, sensor_034, sensor_060, sensor_181, sensor_317","The record was assigned to High Risk with a calibrated failure probability of 16.91%. The strongest model contributions increasing risk were sensor_104, sensor_065, sensor_478. Contributions reducing predicted risk were sensor_032, sensor_034, sensor_060. The internal prediction-confidence score was 20.03%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Very Strong Risk Signal,Low Reliability,0.36871508379888274,Unusual,Moderate Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 16.91%, corresponding to Very Strong Risk Signal. Prediction reliability is Low Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 1 observed failures, with a similarity-weighted historical failure rate of 16.87%; this is classified as Moderate Historical Failure Evidence. The principal model-attribution features were sensor_104, sensor_065, sensor_478, sensor_206, sensor_342. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000821,0,Pass,2008-09-13 00:25:00,0.025142566193286,0.3904849003786423,0.6095150996213576,0.740286955750643,0.5953711093375897,0.0355555555555555,0.0287684734279725,0.0510624064820129,0.0222939330540404,Low Risk,No abstention,2,8,0.2803463877059547,0.2,0.3429768385450043,0.6308948273682319,Limited Failure Evidence,0.1145810677493141,0.3195334487016951,sensor_511,"sensor_034, sensor_104, sensor_029, sensor_201, sensor_424","The record was assigned to Low Risk with a calibrated failure probability of 2.51%. The strongest model contributions increasing risk were sensor_511. Contributions reducing predicted risk were sensor_034, sensor_104, sensor_029. The internal prediction-confidence score was 39.05%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Moderate Low-Risk Signal,Moderate Reliability,0.40462889066241026,Familiar,Moderate Historical Failure Evidence,Low-Risk Decision with Historical Conflict,True,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,"The primary operational decision is Low Risk. The retained Beta-calibrated model estimated a failure probability of 2.51%, corresponding to Moderate Low-Risk Signal. Prediction reliability is Moderate Reliability, and the record is familiar relative to the development data. The ten retrieved development neighbours contained 2 observed failures, with a similarity-weighted historical failure rate of 28.03%; this is classified as Moderate Historical Failure Evidence. The principal model-attribution features were sensor_511. Overall evidence status: Low-Risk Decision with Historical Conflict. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000220,0,Pass,2008-08-16 13:51:00,0.1179466031569671,0.3170906565417035,0.6829093434582965,0.5091738937660726,0.888268156424581,0.0088888888888888,0.0968743293001255,0.113106521521289,0.0162321922211634,High Risk,No abstention,0,10,0.0,0.0,0.6013178760784988,0.959617670403868,No Retrieved Failure Evidence,0.2022300304849694,0.2332300304849694,"sensor_104, sensor_103","sensor_201, sensor_478, sensor_511, sensor_182, sensor_317","The record was assigned to High Risk with a calibrated failure probability of 11.79%. The strongest model contributions increasing risk were sensor_104, sensor_103. Contributions reducing predicted risk were sensor_201, sensor_478, sensor_511. The internal prediction-confidence score was 31.71%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Risk Signal,Moderate Reliability,0.11173184357541899,Outside Typical Historical Experience,No Retrieved Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 11.79%, corresponding to Strong Risk Signal. Prediction reliability is Moderate Reliability, and the record is outside typical historical experience relative to the development data. The ten retrieved development neighbours contained 0 observed failures, with a similarity-weighted historical failure rate of 0.00%; this is classified as No Retrieved Historical Failure Evidence. The principal model-attribution features were sensor_104, sensor_103. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000097,1,Fail,2008-08-04 20:58:00,0.1492766461690038,0.1563115601873058,0.8436884398126941,0.4218675179569034,0.9848363926576216,0.0,0.1319556506361832,0.1948773170748596,0.0629216664386764,Insufficient Evidence,Extreme out-of-distribution evidence,1,9,0.1712749484787042,0.1,0.0452837857646706,0.1354283508736104,Limited Failure Evidence,0.2307348409750371,0.2296634124036086,"sensor_104, sensor_060, sensor_478, sensor_511, sensor_206","sensor_282, sensor_444","The record was assigned to Insufficient Evidence with a calibrated failure probability of 14.93%. The strongest model contributions increasing risk were sensor_104, sensor_060, sensor_478. Contributions reducing predicted risk were sensor_282, sensor_444. The internal prediction-confidence score was 15.63%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Risk Signal,Low Reliability,0.015163607342378427,Outside Typical Historical Experience,Moderate Historical Failure Evidence,Insufficient Evidence,True,Repeat or verify available measurements and obtain engineering review before making a release decision.,"The primary operational decision is Insufficient Evidence. The retained Beta-calibrated model estimated a failure probability of 14.93%, corresponding to Strong Risk Signal. Prediction reliability is Low Reliability, and the record is outside typical historical experience relative to the development data. The ten retrieved development neighbours contained 1 observed failures, with a similarity-weighted historical failure rate of 17.13%; this is classified as Moderate Historical Failure Evidence. The principal model-attribution features were sensor_104, sensor_060, sensor_478, sensor_511, sensor_206. Overall evidence status: Insufficient Evidence. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000024,1,Fail,2008-07-25 15:23:00,0.1822904497207002,0.1423588167949389,0.857641183205061,0.4094092400461115,0.9864325618515564,0.0177777777777777,0.1388422249044179,0.2323229673240729,0.0934807424196549,Insufficient Evidence,Extreme out-of-distribution evidence,2,8,0.3157719733266013,0.2,0.2215771381597019,0.6436724786459177,Limited Failure Evidence,0.2308529000910398,0.2011862334243731,"sensor_060, sensor_386, sensor_153, sensor_520, sensor_432","sensor_104, sensor_470, sensor_478, sensor_015","The record was assigned to Insufficient Evidence with a calibrated failure probability of 18.23%. The strongest model contributions increasing risk were sensor_060, sensor_386, sensor_153. Contributions reducing predicted risk were sensor_104, sensor_470, sensor_478. The internal prediction-confidence score was 14.24%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Very Strong Risk Signal,Low Reliability,0.013567438148443633,Outside Typical Historical Experience,Moderate Historical Failure Evidence,Insufficient Evidence,True,Repeat or verify available measurements and obtain engineering review before making a release decision.,"The primary operational decision is Insufficient Evidence. The retained Beta-calibrated model estimated a failure probability of 18.23%, corresponding to Very Strong Risk Signal. Prediction reliability is Low Reliability, and the record is outside typical historical experience relative to the development data. The ten retrieved development neighbours contained 2 observed failures, with a similarity-weighted historical failure rate of 31.58%; this is classified as Moderate Historical Failure Evidence. The principal model-attribution features were sensor_060, sensor_386, sensor_153, sensor_520, sensor_432. Overall evidence status: Insufficient Evidence. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000337,1,Fail,2008-08-20 19:20:00,0.1620322241434947,0.1859828926408584,0.8140171073591416,0.5723813070852177,0.4772545889864326,0.0977777777777777,0.1177198466863195,0.1937271413376388,0.0760072946513192,High Risk,No abstention,0,10,0.0,0.0,0.4601197408008327,0.6852889876990123,No Retrieved Failure Evidence,0.2148705979211803,0.2022277407783232,"sensor_065, sensor_064, sensor_066, sensor_060, sensor_104","sensor_126, sensor_206, sensor_310, sensor_342","The record was assigned to High Risk with a calibrated failure probability of 16.20%. The strongest model contributions increasing risk were sensor_065, sensor_064, sensor_066. Contributions reducing predicted risk were sensor_126, sensor_206, sensor_310. The internal prediction-confidence score was 18.60%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Very Strong Risk Signal,Low Reliability,0.5227454110135674,Familiar,No Retrieved Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 16.20%, corresponding to Very Strong Risk Signal. Prediction reliability is Low Reliability, and the record is familiar relative to the development data. The ten retrieved development neighbours contained 0 observed failures, with a similarity-weighted historical failure rate of 0.00%; this is classified as No Retrieved Historical Failure Evidence. The principal model-attribution features were sensor_065, sensor_064, sensor_066, sensor_060, sensor_104. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000045,0,Pass,2008-07-29 06:19:00,0.2695770769573562,0.1618960901092023,0.8381039098907976,0.4178290325441164,0.9760574620909817,0.0177777777777777,0.2506499657889915,0.4056145486879715,0.1549645828989799,Insufficient Evidence,Extreme out-of-distribution evidence,0,10,0.0,0.0,0.109548905867909,0.4356801468237605,No Retrieved Failure Evidence,0.2576813470585474,0.1675861089633093,"sensor_104, sensor_065, sensor_060, sensor_015, sensor_066","sensor_461, sensor_478","The record was assigned to Insufficient Evidence with a calibrated failure probability of 26.96%. The strongest model contributions increasing risk were sensor_104, sensor_065, sensor_060. Contributions reducing predicted risk were sensor_461, sensor_478. The internal prediction-confidence score was 16.19%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Very Strong Risk Signal,Low Reliability,0.023942537909018347,Outside Typical Historical Experience,No Retrieved Historical Failure Evidence,Insufficient Evidence,True,Repeat or verify available measurements and obtain engineering review before making a release decision.,"The primary operational decision is Insufficient Evidence. The retained Beta-calibrated model estimated a failure probability of 26.96%, corresponding to Very Strong Risk Signal. Prediction reliability is Low Reliability, and the record is outside typical historical experience relative to the development data. The ten retrieved development neighbours contained 0 observed failures, with a similarity-weighted historical failure rate of 0.00%; this is classified as No Retrieved Historical Failure Evidence. The principal model-attribution features were sensor_104, sensor_065, sensor_060, sensor_015, sensor_066. Overall evidence status: Insufficient Evidence. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-001529,0,Pass,2008-10-15 09:11:00,0.0107147518487837,0.4278747317833328,0.5721252682166672,0.6170227897490468,0.8723064644852354,0.0355555555555555,0.0134584052915984,0.0218427717826504,0.008384366491052,Low Risk,No abstention,2,8,0.2236823151491859,0.2,0.5087320373349985,0.6993760363733614,Limited Failure Evidence,0.0761750834359896,0.3530322262931324,,"sensor_214, sensor_104, sensor_131, sensor_126, sensor_317","The record was assigned to Low Risk with a calibrated failure probability of 1.07%. The strongest model contributions increasing risk were no dominant positive sensor contribution. Contributions reducing predicted risk were sensor_214, sensor_104, sensor_131. The internal prediction-confidence score was 42.79%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Low-Risk Signal,Moderate Reliability,0.1276935355147646,Outside Typical Historical Experience,Moderate Historical Failure Evidence,Low-Risk Decision with Historical Conflict,True,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,"The primary operational decision is Low Risk. The retained Beta-calibrated model estimated a failure probability of 1.07%, corresponding to Strong Low-Risk Signal. Prediction reliability is Moderate Reliability, and the record is outside typical historical experience relative to the development data. The ten retrieved development neighbours contained 2 observed failures, with a similarity-weighted historical failure rate of 22.37%; this is classified as Moderate Historical Failure Evidence. The principal model-attribution features were no dominant positive sensor attribution was available. Overall evidence status: Low-Risk Decision with Historical Conflict. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-001124,0,Pass,2008-09-27 11:45:00,0.0256633708061988,0.3334313306030296,0.6665686693969703,0.4124419615145872,0.9880287310454908,0.0177777777777777,0.0237059561011952,0.0333045530206292,0.0095985969194339,Insufficient Evidence,Extreme out-of-distribution evidence,0,10,0.0,0.0,0.2592315303811899,0.3767031112423052,No Retrieved Failure Evidence,0.1214455255942,0.3244693351180095,"sensor_015, sensor_434","sensor_104, sensor_214, sensor_352, sensor_060, sensor_511","The record was assigned to Insufficient Evidence with a calibrated failure probability of 2.57%. The strongest model contributions increasing risk were sensor_015, sensor_434. Contributions reducing predicted risk were sensor_104, sensor_214, sensor_352. The internal prediction-confidence score was 33.34%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Moderate Low-Risk Signal,Moderate Reliability,0.011971268954509173,Outside Typical Historical Experience,No Retrieved Historical Failure Evidence,Insufficient Evidence,True,Repeat or verify available measurements and obtain engineering review before making a release decision.,"The primary operational decision is Insufficient Evidence. The retained Beta-calibrated model estimated a failure probability of 2.57%, corresponding to Moderate Low-Risk Signal. Prediction reliability is Moderate Reliability, and the record is outside typical historical experience relative to the development data. The ten retrieved development neighbours contained 0 observed failures, with a similarity-weighted historical failure rate of 0.00%; this is classified as No Retrieved Historical Failure Evidence. The principal model-attribution features were sensor_015, sensor_434. Overall evidence status: Insufficient Evidence. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000435,0,Pass,2008-08-23 05:57:00,0.1117264891273574,0.246770151989995,0.753229848010005,0.8043853861842689,0.0949720670391061,0.0088888888888888,0.0656961174542978,0.1340916953044978,0.0683955778501999,High Risk,No abstention,1,9,0.1068639917772345,0.1,0.2400826320850554,0.4954815134154573,Limited Failure Evidence,0.1961426083039716,0.2342854654468288,"sensor_104, sensor_082, sensor_426, sensor_153, sensor_034","sensor_032, sensor_478, sensor_206, sensor_342","The record was assigned to High Risk with a calibrated failure probability of 11.17%. The strongest model contributions increasing risk were sensor_104, sensor_082, sensor_426. Contributions reducing predicted risk were sensor_032, sensor_478, sensor_206. The internal prediction-confidence score was 24.68%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Risk Signal,Low Reliability,0.9050279329608939,Very Familiar,Limited Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 11.17%, corresponding to Strong Risk Signal. Prediction reliability is Low Reliability, and the record is very familiar relative to the development data. The ten retrieved development neighbours contained 1 observed failures, with a similarity-weighted historical failure rate of 10.69%; this is classified as Limited Historical Failure Evidence. The principal model-attribution features were sensor_104, sensor_082, sensor_426, sensor_153, sensor_034. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000216,0,Pass,2008-08-16 07:33:00,0.1849699847961197,0.2212822159938733,0.7787177840061267,0.6805584818657445,0.3679169992019154,0.0177777777777777,0.1393078142615014,0.2452115982322245,0.1059037839707231,High Risk,No abstention,1,9,0.1378605830982167,0.1,0.3221685495837911,0.6998454486504722,Limited Failure Evidence,0.2535901159051048,0.221780592095581,"sensor_104, sensor_060, sensor_511, sensor_064, sensor_065","sensor_310, sensor_478, sensor_206","The record was assigned to High Risk with a calibrated failure probability of 18.50%. The strongest model contributions increasing risk were sensor_104, sensor_060, sensor_511. Contributions reducing predicted risk were sensor_310, sensor_478, sensor_206. The internal prediction-confidence score was 22.13%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Very Strong Risk Signal,Low Reliability,0.6320830007980847,Familiar,Limited Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 18.50%, corresponding to Very Strong Risk Signal. Prediction reliability is Low Reliability, and the record is familiar relative to the development data. The ten retrieved development neighbours contained 1 observed failures, with a similarity-weighted historical failure rate of 13.79%; this is classified as Limited Historical Failure Evidence. The principal model-attribution features were sensor_104, sensor_060, sensor_511, sensor_064, sensor_065. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000122,0,Pass,2008-08-05 15:45:00,0.1958908042345759,0.2756980984333382,0.7243019015666619,0.4981245011971269,0.8627294493216281,0.0,0.1233278828761793,0.1550717325589535,0.0317438496827742,High Risk,No abstention,0,10,0.0,0.0,0.3886375139894543,0.769947269623073,No Retrieved Failure Evidence,0.2529306730910829,0.2126211492815591,"sensor_104, sensor_065, sensor_060, sensor_066, sensor_034","sensor_125, sensor_087, sensor_122","The record was assigned to High Risk with a calibrated failure probability of 19.59%. The strongest model contributions increasing risk were sensor_104, sensor_065, sensor_060. Contributions reducing predicted risk were sensor_125, sensor_087, sensor_122. The internal prediction-confidence score was 27.57%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Very Strong Risk Signal,Moderate Reliability,0.1372705506783719,Outside Typical Historical Experience,No Retrieved Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 19.59%, corresponding to Very Strong Risk Signal. Prediction reliability is Moderate Reliability, and the record is outside typical historical experience relative to the development data. The ten retrieved development neighbours contained 0 observed failures, with a similarity-weighted historical failure rate of 0.00%; this is classified as No Retrieved Historical Failure Evidence. The principal model-attribution features were sensor_104, sensor_065, sensor_060, sensor_066, sensor_034. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
WF-000154,0,Pass,2008-08-07 11:10:00,0.1163668071051087,0.160829981719526,0.839170018280474,0.4888268156424581,0.8419792498004789,0.0,0.0760748343056939,0.1457237033095731,0.0696488690038792,High Risk,No abstention,0,10,0.0,0.0,0.1048979688971284,0.3577188425903935,No Retrieved Failure Evidence,0.2042523453667424,0.2370380596524566,"sensor_104, sensor_060, sensor_511, sensor_386, sensor_520","sensor_478, sensor_122, sensor_342","The record was assigned to High Risk with a calibrated failure probability of 11.64%. The strongest model contributions increasing risk were sensor_104, sensor_060, sensor_511. Contributions reducing predicted risk were sensor_478, sensor_122, sensor_342. The internal prediction-confidence score was 16.08%. Because SECOM sensors are anonymous, these features must be treated as statistical indicators rather than confirmed physical root causes.",Strong Risk Signal,Low Reliability,0.1580207501995211,Unusual,No Retrieved Historical Failure Evidence,High Risk with Reliability Caution,True,Hold for inspection or prioritised engineering assessment before continuing.,"The primary operational decision is High Risk. The retained Beta-calibrated model estimated a failure probability of 11.64%, corresponding to Strong Risk Signal. Prediction reliability is Low Reliability, and the record is unusual relative to the development data. The ten retrieved development neighbours contained 0 observed failures, with a similarity-weighted historical failure rate of 0.00%; this is classified as No Retrieved Historical Failure Evidence. The principal model-attribution features were sensor_104, sensor_060, sensor_511, sensor_386, sensor_520. Overall evidence status: High Risk with Reliability Caution. Historical similarity and SHAP attribution are supporting statistical evidence only and do not establish a physical root cause.",True,False,False
