wafer_id,timestamp,target,status,missing_sensor_count,missing_sensor_rate,fail_probability,predicted_target,predicted_status,decision_threshold,model_name,prediction_correct,error_type,mean_observed_sensor_reliability,completeness_score,data_quality_score,data_quality_band,anomaly_score,absolute_threshold_distance,prediction_confidence,probability_band,missingness_quartile,anomaly_quartile,confidence_band,production_date,production_hour,production_day,shift
WF-000459,2008-08-28 03:03:00,0,Pass,12,0.02666666666666667,0.4052777777777777,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8919928587649708,0.9733333333333334,0.9407971435059884,High,0.2488851925809244,0.020277777777777672,0.4052777777777777,25-50%,"(0.0178, 0.0267]",Q3,Low,2008-08-28,3,Thursday,Night
WF-000042,2008-07-28 23:57:00,0,Pass,16,0.035555555555555556,0.4046944444444444,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8926171355283694,0.9644444444444444,0.9357135208780144,High,0.1665052308163222,0.019694444444444403,0.4046944444444444,25-50%,"(0.0267, 0.164]",Q1 Lowest,Low,2008-07-28,23,Monday,Evening
WF-001283,2008-10-03 22:08:00,0,Pass,4,0.008888888888888889,0.403361111111111,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.890906465863957,0.9911111111111112,0.9510292530122496,High,0.1753468123145655,0.018361111111110995,0.403361111111111,25-50%,"(-0.001, 0.00889]",Q1 Lowest,Low,2008-10-03,22,Friday,Evening
WF-001553,2008-10-16 04:02:00,0,Pass,52,0.11555555555555555,0.4026944444444443,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8943216195261409,0.8844444444444445,0.888395314477123,Acceptable,0.4640806847848401,0.01769444444444429,0.4026944444444443,25-50%,"(0.0267, 0.164]",Q4 Highest,Low,2008-10-16,4,Thursday,Night
WF-000572,2008-08-30 08:29:00,0,Pass,0,0.0,0.4020277777777777,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8886296986662388,1.0,0.9554518794664956,High,0.294758563805868,0.017027777777777697,0.4020277777777777,25-50%,"(-0.001, 0.00889]",Q3,Low,2008-08-30,8,Saturday,Morning
WF-001457,2008-10-11 06:56:00,0,Pass,4,0.008888888888888889,0.3981111111111111,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.890906465863957,0.9911111111111112,0.9510292530122496,High,0.3932261158515809,0.013111111111111073,0.3981111111111111,25-50%,"(-0.001, 0.00889]",Q4 Highest,Low,2008-10-11,6,Saturday,Night
WF-000799,2008-09-12 05:11:00,0,Pass,4,0.008888888888888889,0.3974444444444444,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8908436362157439,0.9911111111111112,0.9510041211529644,High,0.3981813224192571,0.01244444444444437,0.3974444444444444,25-50%,"(-0.001, 0.00889]",Q4 Highest,Low,2008-09-12,5,Friday,Night
WF-000256,2008-08-18 08:18:00,0,Pass,4,0.008888888888888889,0.3973055555555556,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.890906465863957,0.9911111111111112,0.9510292530122496,High,0.272006859967247,0.01230555555555557,0.3973055555555556,25-50%,"(-0.001, 0.00889]",Q3,Low,2008-08-18,8,Monday,Morning
WF-000536,2008-08-29 13:49:00,0,Pass,4,0.008888888888888889,0.3964166666666666,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8908436362157439,0.9911111111111112,0.9510041211529644,High,0.0905747509671555,0.011416666666666575,0.3964166666666666,25-50%,"(-0.001, 0.00889]",Q1 Lowest,Low,2008-08-29,13,Friday,Morning
WF-001345,2008-10-06 04:26:00,0,Pass,4,0.008888888888888889,0.3941944444444444,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.890906465863957,0.9911111111111112,0.9510292530122496,High,0.2223245564022817,0.009194444444444394,0.3941944444444444,25-50%,"(-0.001, 0.00889]",Q2,Low,2008-10-06,4,Monday,Night
WF-001362,2008-10-06 12:42:00,0,Pass,8,0.017777777777777778,0.3939444444444443,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.893161043275428,0.9822222222222222,0.9465977506435044,High,0.2899571330855838,0.00894444444444431,0.3939444444444443,25-50%,"(0.00889, 0.0178]",Q3,Low,2008-10-06,12,Monday,Morning
WF-000332,2008-08-20 17:09:00,0,Pass,4,0.008888888888888889,0.3919999999999999,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.890906465863957,0.9911111111111112,0.9510292530122496,High,0.1195001734719671,0.006999999999999895,0.3919999999999999,25-50%,"(-0.001, 0.00889]",Q1 Lowest,Low,2008-08-20,17,Wednesday,Evening
WF-001237,2008-10-02 08:52:00,0,Pass,8,0.017777777777777778,0.3918055555555554,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.893161043275428,0.9822222222222222,0.9465977506435044,High,0.2089007045363546,0.006805555555555398,0.3918055555555554,25-50%,"(0.00889, 0.0178]",Q2,Low,2008-10-02,8,Thursday,Morning
WF-001219,2008-10-01 15:16:00,0,Pass,8,0.017777777777777778,0.3914166666666664,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8904302272249565,0.9822222222222222,0.9455054242233158,High,0.1224961353656454,0.006416666666666404,0.3914166666666664,25-50%,"(0.00889, 0.0178]",Q1 Lowest,Low,2008-10-01,15,Wednesday,Morning
WF-001220,2008-10-01 16:43:00,0,Pass,0,0.0,0.3893333333333332,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8886296986662388,1.0,0.9554518794664956,High,0.1298974778590776,0.004333333333333189,0.3893333333333332,25-50%,"(-0.001, 0.00889]",Q1 Lowest,Low,2008-10-01,16,Wednesday,Evening
WF-001284,2008-10-03 22:53:00,0,Pass,8,0.017777777777777778,0.3892777777777776,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.893161043275428,0.9822222222222222,0.9465977506435044,High,0.3376799358044194,0.004277777777777603,0.3892777777777776,25-50%,"(0.00889, 0.0178]",Q4 Highest,Low,2008-10-03,22,Friday,Evening
WF-000259,2008-08-18 11:04:00,0,Pass,0,0.0,0.3884444444444445,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8886296986662388,1.0,0.9554518794664956,High,0.2247034448111848,0.003444444444444472,0.3884444444444445,25-50%,"(-0.001, 0.00889]",Q2,Low,2008-08-18,11,Monday,Morning
WF-000707,2008-09-03 00:18:00,0,Pass,16,0.035555555555555556,0.3881944444444444,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8926171355283694,0.9644444444444444,0.9357135208780144,High,0.2124186697050615,0.0031944444444443887,0.3881944444444444,25-50%,"(0.0267, 0.164]",Q2,Low,2008-09-03,0,Wednesday,Night
WF-000525,2008-08-29 07:33:00,0,Pass,0,0.0,0.3881944444444443,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8886296986662388,1.0,0.9554518794664956,High,0.2206220279903087,0.0031944444444442777,0.3881944444444443,25-50%,"(-0.001, 0.00889]",Q2,Low,2008-08-29,7,Friday,Night
WF-000297,2008-08-19 08:07:00,0,Pass,12,0.02666666666666667,0.3881388888888887,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8919928587649708,0.9733333333333334,0.9407971435059884,High,0.2170206971973513,0.0031388888888886912,0.3881388888888887,25-50%,"(0.0178, 0.0267]",Q2,Low,2008-08-19,8,Tuesday,Morning
WF-001053,2008-09-24 06:13:00,0,Pass,8,0.017777777777777778,0.3879999999999999,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.893161043275428,0.9822222222222222,0.9465977506435044,High,0.233234819529524,0.0029999999999998916,0.3879999999999999,25-50%,"(0.00889, 0.0178]",Q3,Low,2008-09-24,6,Wednesday,Night
WF-000002,2008-07-19 12:32:00,0,Pass,16,0.035555555555555556,0.3870555555555553,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.8943635749183747,0.9644444444444444,0.9364120966340166,High,0.3431591505863242,0.0020555555555553107,0.3870555555555553,25-50%,"(0.0267, 0.164]",Q4 Highest,Low,2008-07-19,12,Saturday,Morning
WF-000583,2008-08-30 11:57:00,0,Pass,16,0.035555555555555556,0.3861388888888887,1,Fail,0.385,Balanced Random Forest,False,False Alarm,0.89255256865486,0.9644444444444444,0.9356876941286107,High,0.242140853423772,0.0011388888888886894,0.3861388888888887,25-50%,"(0.0267, 0.164]",Q3,Low,2008-08-30,11,Saturday,Morning
