feature,q1,q3,iqr,lower_bound,upper_bound,outlier_count,outlier_rate
sensor_488,55.55515,397.50609999999995,341.9509499999999,-457.37127499999986,910.4325249999998,32,0.020738820479585224
sensor_055,4.816,4.869,0.052999999999999936,4.7364999999999995,4.948499999999999,32,0.020473448496481125
sensor_378,0.0013,0.0018,0.0005,0.0005499999999999999,0.00255,32,0.020447284345047924
sensor_587,0.013425,0.0276,0.014175,-0.0078375,0.0488625,32,0.020434227330779056
sensor_119,0.5941,0.6034,0.009300000000000086,0.5801499999999998,0.6173500000000002,31,0.020090732339598186
sensor_003,2181.0444,2218.0555,37.011099999999715,2125.5277500000007,2273.5721499999995,31,0.019961365099806824
sensor_547,0.7975,1.2855500000000002,0.4880500000000002,0.06542499999999973,2.0176250000000007,26,0.019892884468247895
sensor_322,1.670075,2.63335,0.9632750000000001,0.22516249999999993,4.0782625,31,0.01979565772669221
sensor_208,16.35,22.37,6.02,7.320000000000002,31.4,30,0.019218449711723255
sensor_425,1.9652500000000002,3.470975,1.505725,-0.2933374999999998,5.7295625,30,0.01918158567774936
sensor_011,-0.0056,0.0059,0.0115,-0.022850000000000002,0.02315,30,0.019169329073482427
sensor_128,0.5489,0.7135,0.16459999999999997,0.3020000000000001,0.9603999999999999,29,0.018613607188703467
sensor_054,4.574,4.617,0.04300000000000015,4.509499999999999,4.6815,29,0.018554062699936022
sensor_152,8.08975,14.347249999999999,6.2574999999999985,-1.2964999999999964,23.733499999999996,29,0.01854219948849105
sensor_021,1.3965,1.415,0.01849999999999996,1.3687500000000001,1.44275,29,0.018506700701978303
sensor_554,6.7381,8.63715,1.89905,3.8895250000000003,11.485725,24,0.018362662586074982
sensor_104,-0.0118,-0.0082,0.003599999999999999,-0.0172,-0.002800000000000002,28,0.017891373801916934
sensor_240,0.0036,0.0053,0.0017000000000000001,0.0010499999999999997,0.00785,28,0.017891373801916934
sensor_310,0.1137,0.1476,0.03390000000000001,0.06284999999999998,0.19845000000000002,28,0.017879948914431672
sensor_308,0.1137,0.1476,0.03390000000000001,0.06284999999999998,0.19845000000000002,28,0.017879948914431672
sensor_224,95.14735,144.5028,49.355450000000005,21.114175000000003,218.535975,28,0.017868538608806637
sensor_091,8564.689975,9065.432400000002,500.7424250000022,7813.576337499996,9816.546037500004,27,0.017810026385224276
sensor_471,2.8233,7.0068,4.1835,-3.4519500000000005,13.282050000000002,27,0.01729660474055093
sensor_287,2.4672,4.311425,1.8442249999999998,-0.2991374999999996,7.0777624999999995,27,0.017263427109974423
sensor_033,84.4905,85.7419,1.2514000000000038,82.61339999999998,87.619,27,0.017241379310344827
sensor_122,15.73,15.86,0.129999999999999,15.535000000000002,16.055,26,0.01668806161745828
sensor_134,999.9961,1008.6706,8.67450000000008,986.9843499999998,1021.6823500000002,26,0.01667735728030789
sensor_199,0.296,0.726,0.43,-0.34900000000000003,1.371,26,0.016655989750160152
sensor_057,0.92545,0.9331,0.007650000000000046,0.913975,0.9445750000000002,26,0.016634676903390915
sensor_010,-0.0108,0.0084,0.019200000000000002,-0.0396,0.037200000000000004,26,0.016613418530351438
sensor_389,24.38655,42.65245,18.265900000000002,-3.0123000000000033,70.0513,26,0.016592214422463305
sensor_385,0.8423,1.3866,0.5443,0.02585000000000004,2.20305,9,0.01639344262295082
sensor_135,37.34725,40.8046,3.457349999999998,32.161225,45.990624999999994,25,0.01603592046183451
sensor_408,0.9665,1.4167,0.45020000000000004,0.2912,2.092,25,0.01603592046183451
sensor_480,2.6277,3.6253,0.9976000000000003,1.1312999999999995,5.121700000000001,25,0.016015374759769378
sensor_239,0.0037,0.0057,0.002,0.0007000000000000001,0.0087,25,0.01597444089456869
sensor_447,1.0468,1.2723,0.22550000000000003,0.7085499999999999,1.61055,25,0.015964240102171137
sensor_311,0.27855,0.3319,0.05334999999999995,0.1985250000000001,0.4119249999999999,25,0.015964240102171137
sensor_176,0.6922,0.8439,0.15169999999999995,0.4646500000000001,1.07145,25,0.015964240102171137
sensor_069,145.2373,149.9591,4.721800000000002,138.15460000000002,157.04180000000002,24,0.015374759769378604
sensor_028,5.2637,7.3297,2.066,2.1647000000000003,10.4287,24,0.015335463258785943
sensor_169,0.09,0.151,0.061,-0.0015000000000000013,0.2425,24,0.015335463258785943
sensor_123,3.202,4.392,1.1900000000000004,1.4169999999999994,6.177000000000001,23,0.014762516046213094
sensor_377,0.0013,0.0019,0.0006000000000000001,0.00039999999999999986,0.0028,23,0.014696485623003195
sensor_357,1.0254750000000001,1.533325,0.5078499999999999,0.26370000000000027,2.2950999999999997,23,0.014687100893997445
sensor_209,56.158,90.515,34.357,4.622500000000002,142.0505,22,0.014093529788597053
sensor_344,4.9989,6.8852,1.8863000000000003,2.1694499999999994,9.71465,22,0.014093529788597053
sensor_087,2.37685,2.4286,0.05174999999999974,2.2992250000000007,2.5062249999999997,22,0.014039566049776643
sensor_388,0.0,0.0,0.0,0.0,0.0,22,0.014039566049776643
sensor_115,0.0,0.0,0.0,0.0,0.0,22,0.014039566049776643
sensor_250,0.0,0.0,0.0,0.0,0.0,22,0.014039566049776643
sensor_201,14.155000000000001,20.1625,6.0075,5.143750000000001,29.173750000000002,21,0.013461538461538462
sensor_168,0.9,1.5,0.6,1.1102230246251565e-16,2.4,21,0.0134185303514377
sensor_522,0.0,0.0,0.0,0.0,0.0,21,0.013401403956604978
sensor_493,6.92465,9.078899999999999,2.1542499999999993,3.6932750000000008,12.310274999999997,3,0.01327433628318584
sensor_303,0.2958,0.477,0.18119999999999997,0.024000000000000077,0.7487999999999999,20,0.012779552715654952
sensor_247,2.7259,4.4797,1.7538,0.09520000000000017,7.1104,7,0.012750455373406194
sensor_216,0.0632,0.0983,0.03509999999999999,0.010550000000000018,0.15094999999999997,19,0.012313674659753726
sensor_417,2.6601,4.0107,1.3506,0.6341999999999999,6.0366,18,0.011553273427471117
sensor_476,3.4945,4.7418,1.2472999999999996,1.6235500000000005,6.612749999999999,18,0.011531069827033953
sensor_284,2.2104,3.1462,0.9358,0.8067,4.5499,18,0.011501597444089457
sensor_304,0.03,0.0486,0.0186,0.002100000000000001,0.0765,18,0.011501597444089457
sensor_548,400.694,407.43100000000004,6.737000000000023,390.58849999999995,417.53650000000005,15,0.011476664116296864
sensor_079,-0.0476,0.0122,0.059800000000000006,-0.1373,0.1019,17,0.01101749837977965
sensor_519,1.1712,1.9328,0.7616,0.028799999999999937,3.0752,6,0.01092896174863388
sensor_204,24.653,33.506,8.853000000000002,11.373499999999996,46.7855,17,0.010890454836643177
sensor_340,7.5889,10.4399,2.851,3.3123999999999993,14.7164,17,0.010890454836643177
sensor_345,17.8609,28.8731,11.0122,1.342600000000001,45.391400000000004,17,0.010890454836643177
sensor_058,0.94665,0.952,0.005349999999999966,0.938625,0.9600249999999999,17,0.010876519513755598
sensor_427,0.743425,1.5395,0.7960750000000001,-0.45068750000000013,2.7336125000000004,17,0.010869565217391304
sensor_154,0.007275,0.0149,0.007625,-0.0041624999999999995,0.0263375,17,0.010869565217391304
sensor_453,4.7642,5.913,1.1488000000000005,3.040999999999999,7.6362000000000005,17,0.010855683269476373
sensor_557,3.6251,4.7027,1.0776,2.0087,6.3191,14,0.010711553175210406
sensor_132,0.9964,0.9989,0.0025000000000000577,0.9926499999999998,1.00265,16,0.010269576379974325
sensor_289,0.0024,0.0049,0.0025,-0.00135,0.00865,16,0.010230179028132993
sensor_018,0.9682,0.9768,0.008600000000000052,0.9552999999999998,0.9897,16,0.010230179028132993
sensor_181,16.85,20.9725,4.122499999999999,10.666250000000003,27.15625,16,0.010217113665389528
sensor_551,14.53,19.035,4.505000000000001,7.772499999999998,25.7925,13,0.009946442234123947
sensor_290,2.0921250000000002,3.024525,0.9323999999999999,0.6935250000000004,4.423125,15,0.00959079283887468
sensor_090,0.169375,0.200425,0.031049999999999994,0.1228,0.247,14,0.009234828496042216
sensor_085,0.1298,0.1363,0.006500000000000006,0.12004999999999999,0.14605,14,0.0090032154340836
sensor_124,15.7625,15.9,0.13750000000000107,15.556249999999999,16.106250000000003,14,0.008985879332477536
sensor_473,105.52515,168.410125,62.884975,11.1976875,262.7375875,14,0.008974358974358974
sensor_088,0.9758,0.9897,0.013900000000000023,0.95495,1.01055,14,0.008934269304403318
sensor_362,32.1687,47.0792,14.910499999999999,9.802950000000003,69.44495,14,0.008934269304403318
sensor_221,0.0078,0.0103,0.0025000000000000005,0.004049999999999999,0.01405,2,0.008849557522123894
sensor_359,0.0022,0.0027,0.0005,0.0014500000000000001,0.00345,2,0.008849557522123894
sensor_077,-0.0519,-0.0065,0.0454,-0.12000000000000001,0.06160000000000001,13,0.008425145819831496
sensor_428,3.113225,4.76865,1.6554250000000001,0.6300874999999997,7.251787500000001,13,0.008312020460358057
sensor_421,1.0304,2.2147,1.1843000000000001,-0.7460500000000001,3.99115,13,0.008306709265175719
sensor_148,0.01,0.0213,0.0113,-0.00695,0.03825,13,0.008306709265175719
sensor_283,0.0033,0.0071,0.0038000000000000004,-0.0024000000000000002,0.0128,13,0.008306709265175719
sensor_183,7.7325,13.3375,5.605,-0.6750000000000007,21.745,13,0.008301404853128991
sensor_084,7.104225,7.807625,0.7034000000000002,6.049124999999999,8.862725000000001,13,0.008301404853128991
sensor_008,0.1211,0.1238,0.002699999999999994,0.11705000000000002,0.12785,12,0.007702182284980745
sensor_059,4.5319,4.6686,0.13669999999999938,4.326850000000001,4.873649999999999,12,0.007677543186180422
sensor_019,188.299825,192.189375,3.889550000000014,182.46549999999996,198.02370000000002,12,0.0076726342710997444
sensor_155,5.92695,9.054675,3.127725,1.2353625,13.7462625,12,0.0076726342710997444
sensor_031,0.1617,0.2071,0.045399999999999996,0.09360000000000002,0.2752,12,0.0076677316293929714
sensor_013,198.1307,202.0071,3.876400000000018,192.31609999999995,207.82170000000002,12,0.0076677316293929714
sensor_422,3.1842,4.7843,1.6000999999999999,0.7840500000000001,7.18445,12,0.0076677316293929714
sensor_560,0.14982499999999999,0.4436,0.293775,-0.2908375,0.8842625,12,0.007662835249042145
sensor_015,7.094875,10.861875,3.7669999999999995,1.4443750000000009,16.512375,11,0.007033248081841432
sensor_030,2.0889,2.6556,0.5667,1.2388500000000002,3.50565,11,0.007028753993610224
sensor_046,130.72887500000002,142.098225,11.369349999999997,113.67485000000002,159.15225,11,0.0070242656449553
sensor_182,0.378,0.68875,0.31074999999999997,-0.08812499999999995,1.1548749999999999,11,0.0070242656449553
sensor_360,0.0138,0.025,0.011200000000000002,-0.0030000000000000027,0.041800000000000004,11,0.007019783024888321
sensor_067,698.7702,714.597,15.826799999999935,675.0300000000002,738.3371999999999,10,0.0064061499039077515
sensor_149,6.3599,9.5853,3.2254000000000005,1.521799999999999,14.4234,10,0.006389776357827476
sensor_583,0.4979,0.502375,0.004475000000000007,0.4911875,0.5090875,10,0.006385696040868455
sensor_454,3.747875,6.902475,3.1546,-0.9840249999999995,11.634374999999999,10,0.006385696040868455
sensor_444,0.5505,0.733425,0.182925,0.2761125,1.0078125,9,0.005747126436781609
sensor_562,15.76245,44.1134,28.350949999999997,-26.763974999999995,86.639825,9,0.005747126436781609
sensor_071,612.7745,625.17,12.39549999999997,594.1812500000001,643.76325,8,0.005124919923126201
sensor_012,0.9581,0.9713,0.0132000000000001,0.9382999999999998,0.9911000000000002,8,0.005111821086261981
sensor_175,0.2765,0.3702,0.09369999999999995,0.1359500000000001,0.5107499999999999,8,0.005108556832694764
sensor_051,625.928425,638.1363249999999,12.207899999999995,607.616575,656.448175,8,0.005108556832694764
sensor_173,0.2766,0.3702,0.09359999999999996,0.13620000000000007,0.5105999999999999,8,0.005108556832694764
sensor_525,3.76965,6.4506499999999996,2.6809999999999996,-0.2518499999999997,10.47215,8,0.005105296745373325
sensor_354,0.0302,0.0502,0.02,0.00020000000000000226,0.0802,7,0.004536616979909268
sensor_125,15.7225,15.87,0.14749999999999908,15.501250000000002,16.09125,7,0.004492939666238768
sensor_016,406.12739999999997,419.089275,12.96187500000002,386.6845874999999,438.5320875,7,0.004475703324808184
sensor_318,0.11737500000000001,0.2181,0.10072499999999998,-0.03371249999999998,0.3691875,7,0.004469987228607918
sensor_177,0.19625,0.293925,0.09767499999999998,0.04973750000000002,0.4404375,7,0.004469987228607918
sensor_448,0.2261,0.33882500000000004,0.11272500000000005,0.05701249999999994,0.5079125000000001,7,0.004469987228607918
sensor_049,136.9268,143.19570000000002,6.268900000000031,127.52344999999994,152.59905000000006,7,0.004469987228607918
sensor_494,1.6637499999999998,3.1991,1.5353500000000002,-0.6392750000000005,5.502125,7,0.004467134652201659
sensor_222,0.0402,0.0765,0.0363,-0.014249999999999999,0.13095,7,0.004467134652201659
sensor_253,2.20565,3.79505,1.5894,-0.17845000000000022,6.17915,7,0.004467134652201659
sensor_391,0.67515,1.1482,0.4730500000000001,-0.03442500000000004,1.8577750000000002,7,0.004467134652201659
sensor_564,0.5671,0.768875,0.20177499999999993,0.26443750000000016,1.0715374999999998,5,0.0038639876352395673
sensor_061,350.5964,359.6736,9.077200000000005,336.9806,373.2894,6,0.003843689942344651
sensor_009,1.4112,1.5169,0.1056999999999999,1.25265,1.6754499999999997,6,0.0038338658146964857
sensor_319,2.319725,4.02125,1.7015250000000002,-0.23256250000000023,6.5735375000000005,6,0.0038314176245210726
sensor_460,2.291175,3.3092249999999996,1.0180499999999997,0.7641000000000004,4.8363,6,0.0038314176245210726
sensor_047,724.4423,741.4545,17.012200000000007,698.924,766.9728,6,0.0038314176245210726
sensor_110,0.9788,0.9823,0.0034999999999999476,0.9735500000000001,0.9875499999999999,2,0.0036429872495446266
sensor_056,2836.0,2874.0,38.0,2779.0,2931.0,5,0.003198976327575176
sensor_029,67.3778,72.2667,4.888900000000007,60.04444999999998,79.60005000000001,5,0.003194888178913738
sensor_188,14.504999999999999,20.86,6.355,4.972499999999998,30.3925,5,0.0031928480204342275
sensor_325,7.5786,17.925175,10.346575,-7.941262499999999,33.4450375,5,0.0031928480204342275
sensor_312,0.0776,0.1159,0.0383,0.02015,0.17335,5,0.0031928480204342275
sensor_184,21.171499999999998,31.687,10.515500000000003,5.398249999999994,47.46025,5,0.0031928480204342275
sensor_256,0.3076,0.48095,0.17335,0.04757499999999998,0.7409749999999999,5,0.003190810465858328
sensor_131,0.6887,0.8145,0.12580000000000002,0.49999999999999994,1.0032,4,0.0025673940949935813
sensor_189,24.711,57.67475,32.963750000000005,-24.73462500000001,107.12037500000001,4,0.002554278416347382
sensor_456,2.8996750000000002,4.341925,1.4422499999999996,0.7363000000000008,6.505299999999999,4,0.002554278416347382
sensor_324,4.27295,6.344875,2.0719250000000002,1.1650624999999994,9.4527625,4,0.002554278416347382
sensor_393,0.0015,0.0069,0.0054,-0.0066,0.015,4,0.0025526483726866626
sensor_527,0.4842,2.2116499999999997,1.7274499999999997,-2.106975,4.8028249999999995,4,0.0025526483726866626
sensor_255,0.0047,0.0213,0.0166,-0.0202,0.0462,4,0.0025526483726866626
sensor_528,4.89545,7.594250000000001,2.6988000000000003,0.8472499999999998,11.64245,4,0.0025526483726866626
sensor_170,0.23,0.536,0.30600000000000005,-0.22900000000000006,0.9950000000000001,3,0.0019169329073482429
sensor_320,6.24515,9.481100000000001,3.2359500000000017,1.3912249999999977,14.335025000000003,3,0.0019157088122605363
sensor_044,350.801575,360.77225,9.970674999999972,335.8455625,375.7282624999999,3,0.0019157088122605363
sensor_120,0.9648,0.9783,0.013499999999999956,0.94455,0.9985499999999998,3,0.0019144862795149968
sensor_394,0.1044,0.1604,0.05599999999999998,0.020400000000000043,0.24439999999999995,3,0.0019144862795149968
sensor_112,230.3738,233.0361,2.662300000000016,226.38034999999996,237.02955000000003,1,0.0018214936247723133
sensor_411,3.265075,6.4582999999999995,3.1932249999999995,-1.5247624999999991,11.248137499999999,2,0.001282051282051282
sensor_138,81.3,161.6,80.3,-39.14999999999999,282.04999999999995,2,0.001282051282051282
sensor_273,27.092724999999998,54.277325,27.1846,-13.684175,95.054225,2,0.001282051282051282
sensor_171,0.5756,0.7973,0.2217,0.24305,1.12985,2,0.001277139208173691
sensor_306,0.225,0.3075,0.08249999999999999,0.10125000000000002,0.43124999999999997,2,0.001277139208173691
sensor_541,1.3853,2.4583500000000003,1.0730500000000003,-0.22427500000000045,4.067925000000001,1,0.0006414368184733803
sensor_407,4.5476,8.5852,4.0376,-1.5088,14.6416,1,0.0006414368184733803
sensor_075,0.0,0.0,0.0,0.0,0.0,1,0.0006406149903907751
sensor_343,0.0,0.0,0.0,0.0,0.0,1,0.0006406149903907751
sensor_479,0.0,0.0,0.0,0.0,0.0,1,0.0006406149903907751
sensor_348,0.0,0.0,0.0,0.0,0.0,1,0.0006406149903907751
sensor_210,0.0,0.0,0.0,0.0,0.0,1,0.0006406149903907751
sensor_272,30.0139,59.5947,29.580800000000004,-14.357300000000002,103.9659,1,0.0006406149903907751
sensor_207,0.0,0.0,0.0,0.0,0.0,1,0.0006406149903907751
sensor_441,5.4141,15.7964,10.3823,-10.15935,31.36985,1,0.0006389776357827476
sensor_446,0.5558,0.7484,0.1926,0.26689999999999997,1.0372999999999999,1,0.0006385696040868455
sensor_052,115.508975,206.97715,91.46817499999999,-21.693287499999983,344.1794125,0,0.0
sensor_305,0.0728,0.1785,0.10569999999999999,-0.08574999999999997,0.33704999999999996,0,0.0
sensor_048,0.985,1.34035,0.35534999999999994,0.4519750000000001,1.8733749999999998,0,0.0
sensor_512,0.0,555.2941,555.2941,-832.9411499999999,1388.2352499999997,0,0.0
sensor_406,0.014,0.0323,0.018300000000000004,-0.013450000000000005,0.05975000000000001,0,0.0
sensor_410,3.0128,5.9367,2.9239,-1.3730500000000005,10.32255,0,0.0
sensor_500,0.0,536.2046,536.2046,-804.3069,1340.5115,0,0.0
sensor_268,0.044,0.09165000000000001,0.04765000000000001,-0.027475000000000013,0.16312500000000002,0,0.0
sensor_133,2.2773,2.3583,0.08099999999999996,2.1558,2.4798,0,0.0
sensor_269,13.828,24.653,10.825,-2.4094999999999978,40.890499999999996,0,0.0
sensor_540,1.8899,3.947,2.0571,-1.1957500000000003,7.03265,0,0.0
sensor_489,139.91435,510.64715,370.7328,-416.18485,1066.74635,0,0.0
sensor_543,0.1096,0.1134,0.003799999999999998,0.1039,0.1191,0,0.0
sensor_487,0.0,501.60745,501.60745,-752.411175,1254.018625,0,0.0
sensor_483,0.0,514.5859,514.5859,-771.87885,1286.46475,0,0.0
sensor_549,73.254,78.397,5.143000000000001,65.5395,86.1115,0,0.0
sensor_137,90.0,181.0,91.0,-46.5,317.5,0,0.0
sensor_442,0.6796,0.9276,0.248,0.3076,1.2995999999999999,0,0.0
sensor_086,0.110725,0.1149,0.004174999999999998,0.10446250000000001,0.1211625,0,0.0
sensor_501,0.0,505.401,505.401,-758.1015,1263.5025,0,0.0
sensor_419,0.0,524.0022,524.0022,-786.0033000000001,1310.0055000000002,0,0.0
sensor_420,0.0,582.9352,582.9352,-874.4028000000001,1457.3380000000002,0,0.0
