wafer_id,target,status,decision,calibrated_failure_probability,prediction_confidence,combined_uncertainty,data_familiarity_percentile,neighbour_count,failed_neighbour_count,passed_neighbour_count,historical_raw_failure_rate,historical_weighted_failure_rate,historical_failure_rate_lower_95,historical_failure_rate_upper_95,mean_similarity,maximum_similarity,minimum_similarity,mean_failed_neighbour_similarity,mean_passed_neighbour_similarity,similarity_strength,historical_evidence_level,top_risk_features,top_protective_features,historical_evidence_text
WF-001398,0,Pass,Insufficient Evidence,0.1069377987734891,0.1910463014371495,0.8089536985628505,0.01995211492418203,10,3,7,0.3,2.6641067868964327e-16,0.10778928748621183,0.6032267800204347,7.713837107483136e-07,7.713740051308858e-06,6.563070247345261e-44,6.850161930353124e-22,1.1019767296404475e-06,Very Weak,Limited Failure Evidence,"sensor_478, sensor_206, sensor_342, sensor_476, sensor_066","sensor_214, sensor_104, sensor_352, sensor_317","The 10 nearest development records contained 3 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 0.00%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000069,0,Pass,High Risk,0.1550037502939744,0.208050290936173,0.791949709063827,0.1963288108539505,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.4473273053197862,0.8904892831133878,0.2605068486834672,,0.4473273053197862,Moderate,No Retrieved Failure Evidence,"sensor_060, sensor_104, sensor_065, sensor_066, sensor_317","sensor_015, sensor_386, sensor_144","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 44.73%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000270,0,Pass,High Risk,0.0978985629258667,0.2956679767881815,0.7043320232118184,0.5682362330407023,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.29505832883346567,0.6742904023824993,0.17108438820802557,,0.29505832883346567,Weak,No Retrieved Failure Evidence,"sensor_060, sensor_034","sensor_032, sensor_104, sensor_201, sensor_206, sensor_478","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 29.51%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000307,0,Pass,High Risk,0.1087341887862489,0.323500417215615,0.6764995827843849,0.9664804469273743,10,1,9,0.1,0.030551652851594304,0.01787574951572113,0.4041563854975721,0.14518253976722842,0.5081711580926805,0.03794625924318916,0.044355665550811475,0.15638552579127477,Very Weak,Limited Failure Evidence,"sensor_104, sensor_060, sensor_511","sensor_214, sensor_352, sensor_310, sensor_432, sensor_470","The 10 nearest development records contained 1 observed failures. The similarity-weighted historical failure rate was 3.06%, and the mean analytical similarity score was 14.52%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001362,0,Pass,Engineering Review,0.0656332363013398,0.3948880345102792,0.6051119654897208,0.27693535514764567,10,1,9,0.1,0.07637863413194157,0.01787574951572113,0.4041563854975721,0.3879456608883383,0.7113964358118042,0.27985289755973464,0.2963075969606467,0.39812766799141514,Moderate,Limited Failure Evidence,"sensor_478, sensor_066, sensor_342, sensor_206","sensor_104, sensor_214, sensor_352, sensor_060, sensor_511","The 10 nearest development records contained 1 observed failures. The similarity-weighted historical failure rate was 7.64%, and the mean analytical similarity score was 38.79%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000577,1,Fail,Engineering Review,0.0618579242797185,0.3073449008036747,0.6926550991963253,0.06703910614525144,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.31271932664191215,0.6077050849077086,0.15323474665619738,,0.31271932664191215,Weak,No Retrieved Failure Evidence,sensor_476,"sensor_034, sensor_104, sensor_282, sensor_147, sensor_317","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 31.27%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000947,0,Pass,Low Risk,0.0097998114632629,0.4651473350765885,0.5348526649234115,0.5969672785315243,10,1,9,0.1,8.603082340320171e-19,0.01787574951572113,0.4041563854975721,0.1829254651251799,0.8984852806443855,2.0675055293615247e-36,1.5737228386132886e-18,0.20325051680575545,Very Weak,Limited Failure Evidence,nan,"sensor_034, sensor_104, sensor_131, sensor_060, sensor_511","The 10 nearest development records contained 1 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 18.29%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000716,0,Pass,Engineering Review,0.0420833264764579,0.3159907752988998,0.6840092247011003,0.25219473264166004,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.43714691009561346,0.6198150112031384,0.2607771938114753,,0.43714691009561346,Moderate,No Retrieved Failure Evidence,sensor_512,"sensor_034, sensor_104, sensor_060, sensor_511, sensor_389","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 43.71%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001454,0,Pass,Low Risk,0.0243358776993061,0.3806601133161633,0.6193398866838367,0.41500399042298486,10,3,7,0.3,0.326241097958449,0.10778928748621183,0.6032267800204347,0.5740792555753746,0.8118303403899486,0.44542073723157677,0.6242941555135976,0.5525585841732791,Strong,Moderate Failure Evidence,"sensor_478, sensor_206, sensor_342","sensor_104, sensor_032, sensor_352, sensor_060, sensor_511","The 10 nearest development records contained 3 observed failures. The similarity-weighted historical failure rate was 32.62%, and the mean analytical similarity score was 57.41%. The resulting evidence category is Moderate Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000605,0,Pass,Low Risk,0.0277391866556808,0.4500635305807434,0.5499364694192566,0.8292098962490024,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.37899434667799203,0.9431125813326969,0.17324295694245526,,0.37899434667799203,Moderate,No Retrieved Failure Evidence,"sensor_015, sensor_064","sensor_032, sensor_520, sensor_248, sensor_104, sensor_060","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 37.90%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000519,1,Fail,High Risk,0.0920218471522257,0.2390764535929155,0.7609235464070845,0.11811652035115727,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.02091831925351108,0.04694572780202549,0.001901545588772906,,0.02091831925351108,Very Weak,No Retrieved Failure Evidence,"sensor_060, sensor_478, sensor_342, sensor_206, sensor_574","sensor_104, sensor_126, sensor_201, sensor_282, sensor_123","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 2.09%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001100,0,Pass,Low Risk,0.0283699642967726,0.4531587609690236,0.5468412390309764,0.8292098962490024,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.45162765063029225,0.6196442999950302,0.29285875905345327,,0.45162765063029225,Moderate,No Retrieved Failure Evidence,nan,"sensor_104, sensor_060, sensor_029, sensor_130, sensor_478","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 45.16%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001541,0,Pass,Low Risk,0.0320251230365045,0.3676310160536516,0.6323689839463483,0.20510774142059063,10,1,9,0.1,0.1727384224790922,0.01787574951572113,0.4041563854975721,0.4497806818609843,0.7769440544623687,0.19783712284855096,0.7769440544623687,0.41342919601638606,Moderate,Limited Failure Evidence,sensor_153,"sensor_214, sensor_131, sensor_104, sensor_352, sensor_126","The 10 nearest development records contained 1 observed failures. The similarity-weighted historical failure rate was 17.27%, and the mean analytical similarity score was 44.98%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000246,0,Pass,High Risk,0.1290701768064499,0.3233270058247076,0.6766729941752924,0.6975259377494014,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.1845988311210019,0.546244063990263,0.05476373160881497,,0.1845988311210019,Very Weak,No Retrieved Failure Evidence,"sensor_104, sensor_478, sensor_206, sensor_342, sensor_060","sensor_034, sensor_520, sensor_248, sensor_317","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 18.46%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000059,1,Fail,High Risk,0.1271055599532795,0.1648954744173594,0.8351045255826406,0.031125299281724028,10,1,9,0.1,0.10279028340137554,0.01787574951572113,0.4041563854975721,0.28446889242259277,0.45845721853918625,0.14290373802137613,0.2924063807099372,0.28358694927955447,Weak,Limited Failure Evidence,"sensor_060, sensor_034, sensor_432, sensor_153","sensor_104, sensor_201, sensor_478, sensor_317, sensor_548","The 10 nearest development records contained 1 observed failures. The similarity-weighted historical failure rate was 10.28%, and the mean analytical similarity score was 28.45%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000751,0,Pass,Engineering Review,0.0524321923124244,0.2980733616722296,0.7019266383277705,0.2274541101356744,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.28090256349518317,0.4234231744615703,0.1938098644346925,,0.28090256349518317,Weak,No Retrieved Failure Evidence,"sensor_104, sensor_060, sensor_424, sensor_317","sensor_034, sensor_029, sensor_125, sensor_201, sensor_184","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 28.09%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001487,0,Pass,Low Risk,0.015831868315119,0.4202069249977919,0.5797930750022081,0.26097366320830007,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.7293655183161034,0.9839215973084798,0.5370829946063335,,0.7293655183161034,Strong,No Retrieved Failure Evidence,sensor_082,"sensor_131, sensor_104, sensor_060, sensor_478, sensor_511","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 72.94%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001500,0,Pass,Low Risk,0.0273699445319095,0.3551091042622691,0.6448908957377308,0.12051077414205902,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.6217571862359454,0.8253720855577105,0.5082205108944903,,0.6217571862359454,Strong,No Retrieved Failure Evidence,sensor_127,"sensor_214, sensor_104, sensor_352, sensor_126, sensor_060","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 62.18%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000032,0,Pass,High Risk,0.0918302668887925,0.2243347643134326,0.7756652356865673,0.12529928172386273,10,1,9,0.1,0.08775945460215841,0.01787574951572113,0.4041563854975721,0.3671699654124069,0.6305269163252567,0.2824349576676315,0.32222635910886194,0.37216369944613414,Moderate,Limited Failure Evidence,"sensor_060, sensor_065, sensor_386, sensor_520, sensor_406","sensor_104, sensor_432, sensor_478, sensor_206, sensor_201","The 10 nearest development records contained 1 observed failures. The similarity-weighted historical failure rate was 8.78%, and the mean analytical similarity score was 36.72%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000113,0,Pass,High Risk,0.1003935256931306,0.2133200057636572,0.7866799942363427,0.3375897845171588,10,1,9,0.1,0.0008161783769446549,0.01787574951572113,0.4041563854975721,0.040011974047898566,0.3681906494549284,0.00015147199506242176,0.0003265690803676551,0.04442146348873534,Very Weak,Limited Failure Evidence,"sensor_104, sensor_060, sensor_034, sensor_153","sensor_206, sensor_389, sensor_478, sensor_485, sensor_447","The 10 nearest development records contained 1 observed failures. The similarity-weighted historical failure rate was 0.08%, and the mean analytical similarity score was 4.00%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000327,1,Fail,High Risk,0.1602795371211892,0.2538371262609686,0.7461628737390313,0.9664804469273743,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.15582391668306164,0.4585908102355136,0.05035444645870692,,0.15582391668306164,Very Weak,No Retrieved Failure Evidence,"sensor_342, sensor_060, sensor_478, sensor_206, sensor_104","sensor_032, sensor_034, sensor_015","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 15.58%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000367,0,Pass,Engineering Review,0.0433363889036841,0.3931030129803837,0.6068969870196163,0.553072625698324,10,1,9,0.1,0.0840648732157719,0.01787574951572113,0.4041563854975721,0.24680869733114816,0.5633267089432764,0.14646199374682187,0.20747941849692791,0.25117861720161705,Weak,Limited Failure Evidence,sensor_060,"sensor_104, sensor_034, sensor_478, sensor_126, sensor_548","The 10 nearest development records contained 1 observed failures. The similarity-weighted historical failure rate was 8.41%, and the mean analytical similarity score was 24.68%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001523,0,Pass,Engineering Review,0.0384031286879328,0.3368290856426926,0.6631709143573074,0.5131683958499601,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.43513602265322493,0.5118751375211795,0.35582754345609224,,0.43513602265322493,Moderate,No Retrieved Failure Evidence,sensor_056,"sensor_104, sensor_389, sensor_453, sensor_060, sensor_478","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 43.51%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000690,0,Pass,High Risk,0.1403861357013753,0.2042636023153765,0.7957363976846235,0.461292897047087,10,2,8,0.2,0.19863189281314442,0.056680947980693314,0.5098431532792765,0.4916036300435481,0.7994504227223234,0.3559340657677948,0.4882407977468137,0.4924443381177316,Moderate,Limited Failure Evidence,"sensor_104, sensor_349, sensor_034","sensor_248, sensor_511, sensor_520, sensor_386, sensor_271","The 10 nearest development records contained 2 observed failures. The similarity-weighted historical failure rate was 19.86%, and the mean analytical similarity score was 49.16%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000450,0,Pass,Engineering Review,0.0780687049992616,0.339658931018318,0.660341068981682,0.6512370311252993,10,1,9,0.1,0.08482551064648775,0.01787574951572113,0.4041563854975721,0.3479883847672516,0.8831930696884822,0.07460427907509638,0.2951829243692857,0.3538556581448033,Weak,Limited Failure Evidence,"sensor_015, sensor_001, sensor_342, sensor_056","sensor_104, sensor_060, sensor_578, sensor_561, sensor_469","The 10 nearest development records contained 1 observed failures. The similarity-weighted historical failure rate was 8.48%, and the mean analytical similarity score was 34.80%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001395,0,Pass,Engineering Review,0.0441058815076441,0.419527199767479,0.580472800232521,0.5179569034317638,10,2,8,0.2,0.22621937175422122,0.056680947980693314,0.5098431532792765,0.6198872824266047,0.7795162131095463,0.4849854395729467,0.7011525579448901,0.5995709635470334,Strong,Limited Failure Evidence,"sensor_065, sensor_489","sensor_104, sensor_060, sensor_317, sensor_181, sensor_478","The 10 nearest development records contained 2 observed failures. The similarity-weighted historical failure rate was 22.62%, and the mean analytical similarity score was 61.99%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001367,0,Pass,Engineering Review,0.0364254575704652,0.4059332883259348,0.5940667116740652,0.7653631284916201,10,1,9,0.1,0.1305066858599055,0.01787574951572113,0.4041563854975721,0.5439455263243202,0.7098852792890902,0.415179821845881,0.7098852792890902,0.5255077759949015,Moderate,Limited Failure Evidence,"sensor_082, sensor_317, sensor_034","sensor_104, sensor_126, sensor_029, sensor_548, sensor_511","The 10 nearest development records contained 1 observed failures. The similarity-weighted historical failure rate was 13.05%, and the mean analytical similarity score was 54.39%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000166,0,Pass,High Risk,0.1657742816473493,0.1914613227405539,0.8085386772594461,0.42537909018355946,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.33434927714199847,0.546288494222239,0.17807750325929037,,0.33434927714199847,Weak,No Retrieved Failure Evidence,"sensor_104, sensor_060, sensor_511, sensor_563, sensor_520","sensor_470, sensor_201, sensor_480, sensor_478","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 33.43%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000726,0,Pass,Low Risk,0.0244293874887086,0.3836933107337407,0.6163066892662593,0.3080606544293695,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.271554779856867,0.5255786435948105,0.14787028692064755,,0.271554779856867,Weak,No Retrieved Failure Evidence,"sensor_478, sensor_206, sensor_342","sensor_104, sensor_060, sensor_201, sensor_511, sensor_469","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 27.16%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001434,0,Pass,Low Risk,0.0166559513486499,0.4554073052708655,0.5445926947291345,0.7741420590582602,10,1,9,0.1,0.09017268705920607,0.01787574951572113,0.4041563854975721,0.12778972718559034,0.21193455996909083,0.057011786394387025,0.11523143078887557,0.12918509345189197,Very Weak,Limited Failure Evidence,sensor_489,"sensor_034, sensor_104, sensor_060, sensor_206, sensor_125","The 10 nearest development records contained 1 observed failures. The similarity-weighted historical failure rate was 9.02%, and the mean analytical similarity score was 12.78%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000343,0,Pass,High Risk,0.0814487425053567,0.3783979819284401,0.6216020180715599,0.7158818834796488,10,2,8,0.2,0.12528638649324256,0.056680947980693314,0.5098431532792765,0.37483283883735685,0.6671755952836979,0.23449240727754658,0.234807259584682,0.4098392336505256,Moderate,Limited Failure Evidence,"sensor_104, sensor_511, sensor_034","sensor_060, sensor_317, sensor_478, sensor_206, sensor_181","The 10 nearest development records contained 2 observed failures. The similarity-weighted historical failure rate was 12.53%, and the mean analytical similarity score was 37.48%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000878,0,Pass,Engineering Review,0.0476016467646207,0.4280493425309995,0.5719506574690005,0.8523543495610535,10,1,9,0.1,0.173786723691032,0.01787574951572113,0.4041563854975721,0.4904049893063484,0.8522587637328588,0.35603005172746244,0.8522587637328588,0.4501990143700694,Moderate,Limited Failure Evidence,"sensor_206, sensor_342, sensor_478","sensor_104, sensor_214, sensor_352, sensor_060, sensor_317","The 10 nearest development records contained 1 observed failures. The similarity-weighted historical failure rate was 17.38%, and the mean analytical similarity score was 49.04%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000707,0,Pass,Engineering Review,0.0603287179363219,0.3132411319876761,0.6867588680123238,0.2641660015961692,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.3335102662241076,0.8101357211218121,0.12470098414772615,,0.3335102662241076,Weak,No Retrieved Failure Evidence,"sensor_104, sensor_478, sensor_511, sensor_206, sensor_342","sensor_032, sensor_378, sensor_469, sensor_060, sensor_020","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 33.35%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000346,0,Pass,High Risk,0.1503474571733584,0.2776952390899502,0.7223047609100497,0.32561851556264965,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.4642123563830042,0.6499759601463947,0.25556378877602126,,0.4642123563830042,Moderate,No Retrieved Failure Evidence,"sensor_104, sensor_511, sensor_476, sensor_153, sensor_065","sensor_034, sensor_060, sensor_444, sensor_564, sensor_432","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 46.42%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000042,0,Pass,Engineering Review,0.0756628180524629,0.3290151653638155,0.6709848346361845,0.8515562649640862,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.5909398961113193,0.756456048427983,0.4155883397463595,,0.5909398961113193,Strong,No Retrieved Failure Evidence,"sensor_104, sensor_015, sensor_489","sensor_060, sensor_511, sensor_478, sensor_206, sensor_432","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 59.09%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000818,0,Pass,Low Risk,0.0281330288721425,0.3894378725844454,0.6105621274155546,0.2913008778930567,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.2486993686069776,0.6563003471631349,0.12887138491440647,,0.2486993686069776,Weak,No Retrieved Failure Evidence,"sensor_424, sensor_082","sensor_034, sensor_104, sensor_131, sensor_029, sensor_123","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 24.87%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001053,0,Pass,Engineering Review,0.0571068407006044,0.3260177654300574,0.6739822345699427,0.4764565043894653,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.6247130358965564,0.8558906748904122,0.49133882330904677,,0.6247130358965564,Strong,No Retrieved Failure Evidence,nan,"sensor_104, sensor_060, sensor_511, sensor_206, sensor_130","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 62.47%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000931,0,Pass,Low Risk,0.0165529979837179,0.4253630165164818,0.5746369834835182,0.44692737430167595,10,2,8,0.2,0.15812821896206203,0.056680947980693314,0.5098431532792765,0.32418805715462423,0.5877486730483183,0.18317722329995237,0.2563164004331595,0.3411559713349904,Weak,Limited Failure Evidence,sensor_153,"sensor_034, sensor_131, sensor_104, sensor_520, sensor_248","The 10 nearest development records contained 2 observed failures. The similarity-weighted historical failure rate was 15.81%, and the mean analytical similarity score was 32.42%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000477,0,Pass,Engineering Review,0.0565693144170977,0.3368026790197262,0.6631973209802737,0.35674381484437345,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.30241088873627014,0.7652182249530354,0.1778793911268965,,0.30241088873627014,Weak,No Retrieved Failure Evidence,"sensor_060, sensor_065, sensor_064","sensor_131, sensor_104, sensor_478, sensor_511, sensor_206","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 30.24%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001440,0,Pass,Low Risk,0.0165250016048479,0.4762158040410568,0.5237841959589431,0.5698324022346368,10,1,9,0.1,0.08225909769509636,0.01787574951572113,0.4041563854975721,0.6508865299084654,0.868917130049772,0.5014289209781848,0.5354133865216272,0.6637168791736696,Strong,Limited Failure Evidence,nan,"sensor_104, sensor_034, sensor_131, sensor_060, sensor_126","The 10 nearest development records contained 1 observed failures. The similarity-weighted historical failure rate was 8.23%, and the mean analytical similarity score was 65.09%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000863,0,Pass,Low Risk,0.0273019774078918,0.366494642523697,0.633505357476303,0.20430965682362334,10,1,9,0.1,0.003958173973980587,0.01787574951572113,0.4041563854975721,0.07866252556988129,0.7724031548512771,0.000450209248423154,0.0031135996143828656,0.08705685067604779,Very Weak,Limited Failure Evidence,"sensor_424, sensor_104","sensor_034, sensor_131, sensor_248, sensor_126, sensor_181","The 10 nearest development records contained 1 observed failures. The similarity-weighted historical failure rate was 0.40%, and the mean analytical similarity score was 7.87%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001006,0,Pass,Low Risk,0.0324334385598817,0.3797129555353371,0.6202870444646629,0.45810055865921784,10,1,9,0.1,0.06819625761294325,0.01787574951572113,0.4041563854975721,0.34609860759091726,0.8021412345451417,0.09765300046870803,0.23602629802751152,0.3583288642090735,Weak,Limited Failure Evidence,nan,"sensor_104, sensor_060, sensor_130, sensor_206, sensor_478","The 10 nearest development records contained 1 observed failures. The similarity-weighted historical failure rate was 6.82%, and the mean analytical similarity score was 34.61%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000012,1,Fail,High Risk,0.1668514943075023,0.2937924923504683,0.7062075076495318,0.07661612130885875,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.15788307586290123,0.5650712428217095,0.030145091836398547,,0.15788307586290123,Very Weak,No Retrieved Failure Evidence,"sensor_104, sensor_060, sensor_342, sensor_478, sensor_476","sensor_389, sensor_548, sensor_378","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 15.79%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000010,0,Pass,High Risk,0.1258533507077436,0.251946873678118,0.7480531263218819,0.0638467677573824,10,1,9,0.1,0.38317759238704,0.01787574951572113,0.4041563854975721,0.019748686036677766,0.07567253968341742,0.0011890148132986465,0.07567253968341742,0.013534924520373363,Very Weak,Limited Failure Evidence,"sensor_060, sensor_104, sensor_342, sensor_478, sensor_206","sensor_201, sensor_470, sensor_548, sensor_015","The 10 nearest development records contained 1 observed failures. The similarity-weighted historical failure rate was 38.32%, and the mean analytical similarity score was 1.97%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-000314,0,Pass,Engineering Review,0.0537917052352995,0.3075440111153305,0.6924559888846695,0.14445331205107736,10,0,10,0.0,0.0,0.0,0.2775401687666166,0.11175329514017032,0.20855838924568218,0.041360134708880246,,0.11175329514017032,Very Weak,No Retrieved Failure Evidence,"sensor_317, sensor_349, sensor_574","sensor_131, sensor_104, sensor_060, sensor_126, sensor_036","The 10 nearest development records contained 0 observed failures. The similarity-weighted historical failure rate was 0.00%, and the mean analytical similarity score was 11.18%. The resulting evidence category is No Retrieved Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
WF-001353,0,Pass,Engineering Review,0.0374863500412216,0.4511255989912256,0.5488744010087744,0.8339984038308061,10,1,9,0.1,0.08726085983563779,0.01787574951572113,0.4041563854975721,0.5702078331168535,0.7347370109116894,0.497568258027925,0.497568258027925,0.5782788970156234,Strong,Limited Failure Evidence,"sensor_034, sensor_056","sensor_104, sensor_060, sensor_201, sensor_564, sensor_511","The 10 nearest development records contained 1 observed failures. The similarity-weighted historical failure rate was 8.73%, and the mean analytical similarity score was 57.02%. The resulting evidence category is Limited Failure Evidence. This is historical statistical evidence, not proof of a physical failure mechanism."
