wafer_id,target,status,decision,calibrated_failure_probability,prediction_confidence,combined_uncertainty,data_familiarity,historical_weighted_failure_rate,priority_1_sensor,priority_1_score,priority_1_level,top_5_sensors,very_high_or_high_sensor_count,missing_priority_sensor_count,inspection_summary
WF-000326,0,Pass,High Risk,0.1758060533040049,0.2995375613006412,0.7004624386993588,0.6679968076616121,0.4499423937475248,sensor_104,0.9,Very High,"sensor_104, sensor_478, sensor_206, sensor_342, sensor_060",4,0,"The record is assigned to High Risk with a calibrated failure probability of 17.58%. The first statistical sensor measurements to investigate are sensor_104, sensor_478, sensor_206. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000327,1,Fail,High Risk,0.1602795371211892,0.2538371262609686,0.7461628737390313,0.9664804469273743,0.0,sensor_060,0.9,Very High,"sensor_060, sensor_478, sensor_104, sensor_206, sensor_342",4,0,"The record is assigned to High Risk with a calibrated failure probability of 16.03%. The first statistical sensor measurements to investigate are sensor_060, sensor_478, sensor_104. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000332,0,Pass,Engineering Review,0.065246456767347,0.3930199381567751,0.6069800618432248,0.9489225857940942,0.061192501127141,sensor_104,0.7,Moderate,"sensor_104, sensor_478, sensor_153, sensor_206, sensor_288",0,0,"The record is assigned to Engineering Review with a calibrated failure probability of 6.52%. The first statistical sensor measurements to investigate are sensor_104, sensor_478, sensor_153. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000337,1,Fail,High Risk,0.1620322241434947,0.1859828926408584,0.8140171073591416,0.5227454110135674,0.0,sensor_065,0.7375,High,"sensor_065, sensor_060, sensor_104, sensor_153, sensor_064",3,0,"The record is assigned to High Risk with a calibrated failure probability of 16.20%. The first statistical sensor measurements to investigate are sensor_065, sensor_060, sensor_104. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000338,0,Pass,Low Risk,0.0253537726731054,0.3567795353907665,0.6432204646092334,0.16999201915403028,0.010122395563789,sensor_206,0.85,Very High,"sensor_206, sensor_342, sensor_104, sensor_511, sensor_032",2,0,"The record is assigned to Low Risk with a calibrated failure probability of 2.54%. The first statistical sensor measurements to investigate are sensor_206, sensor_342, sensor_104. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000343,0,Pass,High Risk,0.0814487425053567,0.37839798192844,0.62160201807156,0.7158818834796488,0.1252863864932425,sensor_104,0.85,Very High,"sensor_104, sensor_511, sensor_034, sensor_060, sensor_317",3,0,"The record is assigned to High Risk with a calibrated failure probability of 8.14%. The first statistical sensor measurements to investigate are sensor_104, sensor_511, sensor_034. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000345,1,Fail,Engineering Review,0.0687648573608557,0.3236884508646423,0.6763115491353577,0.5538707102952913,0.0,sensor_060,0.9,Very High,"sensor_060, sensor_153, sensor_520, sensor_386, sensor_104",1,0,"The record is assigned to Engineering Review with a calibrated failure probability of 6.88%. The first statistical sensor measurements to investigate are sensor_060, sensor_153, sensor_520. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000346,0,Pass,High Risk,0.1503474571733583,0.2776952390899502,0.7223047609100497,0.32561851556264965,0.0,sensor_104,0.95,Very High,"sensor_104, sensor_511, sensor_060, sensor_153, sensor_476",3,0,"The record is assigned to High Risk with a calibrated failure probability of 15.03%. The first statistical sensor measurements to investigate are sensor_104, sensor_511, sensor_060. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000367,0,Pass,Engineering Review,0.0433363889036841,0.3931030129803837,0.6068969870196163,0.553072625698324,0.0840648732157719,sensor_060,0.9249999999999999,Very High,"sensor_060, sensor_104, sensor_432, sensor_478, sensor_206",1,0,"The record is assigned to Engineering Review with a calibrated failure probability of 4.33%. The first statistical sensor measurements to investigate are sensor_060, sensor_104, sensor_432. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000370,0,Pass,Engineering Review,0.0516183485221198,0.3919885941020909,0.608011405897909,0.7310454908220272,0.0,sensor_511,0.65,Moderate,"sensor_511, sensor_104, sensor_282, sensor_034, sensor_317",0,0,"The record is assigned to Engineering Review with a calibrated failure probability of 5.16%. The first statistical sensor measurements to investigate are sensor_511, sensor_104, sensor_282. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000384,0,Pass,High Risk,0.1083175541615425,0.1667206151448141,0.8332793848551858,0.3112529928172386,0.0,sensor_153,0.75,High,"sensor_153, sensor_034, sensor_104, sensor_288, sensor_426",2,0,"The record is assigned to High Risk with a calibrated failure probability of 10.83%. The first statistical sensor measurements to investigate are sensor_153, sensor_034, sensor_104. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000391,0,Pass,Engineering Review,0.0481135830090228,0.4289315999905884,0.5710684000094116,0.6185155626496409,0.0,sensor_104,0.875,Very High,"sensor_104, sensor_317, sensor_032, sensor_060, sensor_034",1,0,"The record is assigned to Engineering Review with a calibrated failure probability of 4.81%. The first statistical sensor measurements to investigate are sensor_104, sensor_317, sensor_032. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000393,1,Fail,Engineering Review,0.0563079658235813,0.3527807822099051,0.6472192177900948,0.36871508379888274,0.0567631780115554,sensor_060,0.7999999999999999,High,"sensor_060, sensor_214, sensor_104, sensor_478, sensor_206",1,0,"The record is assigned to Engineering Review with a calibrated failure probability of 5.63%. The first statistical sensor measurements to investigate are sensor_060, sensor_214, sensor_104. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000398,0,Pass,High Risk,0.081353766436341,0.4028354769189939,0.5971645230810061,0.7438148443735035,0.0,sensor_478,0.8499999999999999,Very High,"sensor_478, sensor_206, sensor_034, sensor_104, sensor_342",4,0,"The record is assigned to High Risk with a calibrated failure probability of 8.14%. The first statistical sensor measurements to investigate are sensor_478, sensor_206, sensor_034. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000400,0,Pass,Engineering Review,0.049321172754477,0.300327356990125,0.699672643009875,0.169193934557063,0.1631326750379392,sensor_104,0.9,Very High,"sensor_104, sensor_511, sensor_034, sensor_032, sensor_282",3,0,"The record is assigned to Engineering Review with a calibrated failure probability of 4.93%. The first statistical sensor measurements to investigate are sensor_104, sensor_511, sensor_034. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000435,0,Pass,High Risk,0.1117264891273574,0.246770151989995,0.753229848010005,0.9050279329608939,0.1068639917772345,sensor_104,0.875,Very High,"sensor_104, sensor_153, sensor_034, sensor_032, sensor_478",1,0,"The record is assigned to High Risk with a calibrated failure probability of 11.17%. The first statistical sensor measurements to investigate are sensor_104, sensor_153, sensor_034. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000436,0,Pass,High Risk,0.0825632478349338,0.2955147580266538,0.7044852419733462,0.9960095770151637,0.0,sensor_060,0.95,Very High,"sensor_060, sensor_034, sensor_153, sensor_104, sensor_064",3,0,"The record is assigned to High Risk with a calibrated failure probability of 8.26%. The first statistical sensor measurements to investigate are sensor_060, sensor_034, sensor_153. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000441,0,Pass,Low Risk,0.0337460924926869,0.3176316226706197,0.6823683773293803,0.11731843575418999,0.060446199106651,sensor_104,0.7875,Moderate,"sensor_104, sensor_015, sensor_060, sensor_034, sensor_478",0,0,"The record is assigned to Low Risk with a calibrated failure probability of 3.37%. The first statistical sensor measurements to investigate are sensor_104, sensor_015, sensor_060. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000443,0,Pass,Engineering Review,0.070261084641459,0.4021142783648853,0.5978857216351148,0.7924980047885076,0.0,sensor_206,0.8,Very High,"sensor_206, sensor_065, sensor_060, sensor_104, sensor_317",2,0,"The record is assigned to Engineering Review with a calibrated failure probability of 7.03%. The first statistical sensor measurements to investigate are sensor_206, sensor_065, sensor_060. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000445,0,Pass,Engineering Review,0.0527244553091201,0.2088607534148435,0.7911392465851564,0.2482043096568236,0.0,sensor_104,0.85,Very High,"sensor_104, sensor_317, sensor_015, sensor_520, sensor_469",3,0,"The record is assigned to Engineering Review with a calibrated failure probability of 5.27%. The first statistical sensor measurements to investigate are sensor_104, sensor_317, sensor_015. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000450,0,Pass,Engineering Review,0.0780687049992616,0.3396589310183181,0.6603410689816819,0.6512370311252993,0.0848255106464877,sensor_342,0.7250000000000001,High,"sensor_342, sensor_015, sensor_104, sensor_578, sensor_001",2,0,"The record is assigned to Engineering Review with a calibrated failure probability of 7.81%. The first statistical sensor measurements to investigate are sensor_342, sensor_015, sensor_104. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000451,0,Pass,Engineering Review,0.059693106965671,0.2890750365647134,0.7109249634352865,0.1580207501995211,0.0,sensor_034,0.7250000000000001,High,"sensor_034, sensor_060, sensor_065, sensor_104, sensor_032",2,0,"The record is assigned to Engineering Review with a calibrated failure probability of 5.97%. The first statistical sensor measurements to investigate are sensor_034, sensor_060, sensor_065. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000456,0,Pass,Low Risk,0.0231566041013922,0.3845322122283467,0.6154677877716532,0.37190742218675177,0.2049558166208989,sensor_206,0.65,Moderate,"sensor_206, sensor_478, sensor_104, sensor_034, sensor_342",0,0,"The record is assigned to Low Risk with a calibrated failure probability of 2.32%. The first statistical sensor measurements to investigate are sensor_206, sensor_478, sensor_104. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000459,0,Pass,Engineering Review,0.0703880901952532,0.3171860517048637,0.6828139482951363,0.6544293695131684,0.2674220456532477,sensor_104,0.85,Very High,"sensor_104, sensor_034, sensor_520, sensor_317, sensor_060",3,0,"The record is assigned to Engineering Review with a calibrated failure probability of 7.04%. The first statistical sensor measurements to investigate are sensor_104, sensor_034, sensor_520. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000460,0,Pass,Engineering Review,0.0527357214831558,0.4568567771864262,0.5431432228135737,0.9361532322426178,0.0866168832555745,sensor_104,0.875,Very High,"sensor_104, sensor_511, sensor_478, sensor_206, sensor_426",2,0,"The record is assigned to Engineering Review with a calibrated failure probability of 5.27%. The first statistical sensor measurements to investigate are sensor_104, sensor_511, sensor_478. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000461,0,Pass,High Risk,0.0916390001200131,0.2729614092316619,0.7270385907683381,0.30327214684756587,0.0,sensor_104,0.85,Very High,"sensor_104, sensor_034, sensor_520, sensor_386, sensor_060",3,0,"The record is assigned to High Risk with a calibrated failure probability of 9.16%. The first statistical sensor measurements to investigate are sensor_104, sensor_034, sensor_520. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000462,0,Pass,Engineering Review,0.056605026107768,0.3211440148833948,0.6788559851166052,0.5059856344772546,0.0714284304093069,sensor_034,0.8500000000000001,Very High,"sensor_034, sensor_424, sensor_015, sensor_104, sensor_206",3,0,"The record is assigned to Engineering Review with a calibrated failure probability of 5.66%. The first statistical sensor measurements to investigate are sensor_034, sensor_424, sensor_015. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000465,0,Pass,High Risk,0.080974732001453,0.3288158320296104,0.6711841679703896,0.34636871508379885,0.2777327369279818,sensor_104,0.975,Very High,"sensor_104, sensor_511, sensor_103, sensor_282, sensor_060",2,0,"The record is assigned to High Risk with a calibrated failure probability of 8.10%. The first statistical sensor measurements to investigate are sensor_104, sensor_511, sensor_103. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000477,0,Pass,Engineering Review,0.0565693144170977,0.3368026790197262,0.6631973209802737,0.35674381484437345,0.0,sensor_060,0.875,Very High,"sensor_060, sensor_104, sensor_065, sensor_478, sensor_034",2,0,"The record is assigned to Engineering Review with a calibrated failure probability of 5.66%. The first statistical sensor measurements to investigate are sensor_060, sensor_104, sensor_065. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000497,0,Pass,Engineering Review,0.0493746711077056,0.3458840093336802,0.6541159906663199,0.9377494014365523,0.0,sensor_432,0.7250000000000001,High,"sensor_432, sensor_104, sensor_032, sensor_060, sensor_478",1,0,"The record is assigned to Engineering Review with a calibrated failure probability of 4.94%. The first statistical sensor measurements to investigate are sensor_432, sensor_104, sensor_032. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000501,0,Pass,Engineering Review,0.0522753435504643,0.4050037501500408,0.5949962498499592,0.9489225857940942,0.0,sensor_424,0.7125,High,"sensor_424, sensor_060, sensor_386, sensor_034, sensor_104",3,0,"The record is assigned to Engineering Review with a calibrated failure probability of 5.23%. The first statistical sensor measurements to investigate are sensor_424, sensor_060, sensor_386. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000513,0,Pass,Low Risk,0.0285030275934763,0.459680133209711,0.540319866790289,0.8515562649640862,0.0,sensor_104,0.725,Moderate,"sensor_104, sensor_511, sensor_015, sensor_060, sensor_389",0,1,"The record is assigned to Low Risk with a calibrated failure probability of 2.85%. The first statistical sensor measurements to investigate are sensor_104, sensor_511, sensor_015. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000516,0,Pass,High Risk,0.0958298481546696,0.3064157317995982,0.6935842682004019,0.5778132482043097,0.0,sensor_060,0.9,Very High,"sensor_060, sensor_104, sensor_153, sensor_478, sensor_206",2,0,"The record is assigned to High Risk with a calibrated failure probability of 9.58%. The first statistical sensor measurements to investigate are sensor_060, sensor_104, sensor_153. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000519,1,Fail,High Risk,0.0920218471522257,0.2390764535929155,0.7609235464070845,0.11811652035115727,0.0,sensor_060,0.875,Very High,"sensor_060, sensor_478, sensor_206, sensor_342, sensor_104",4,0,"The record is assigned to High Risk with a calibrated failure probability of 9.20%. The first statistical sensor measurements to investigate are sensor_060, sensor_478, sensor_206. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000521,0,Pass,Engineering Review,0.0781913240428275,0.3639075706512817,0.6360924293487182,0.6536312849162011,0.0,sensor_511,0.8500000000000001,Very High,"sensor_511, sensor_104, sensor_034, sensor_478, sensor_206",2,0,"The record is assigned to Engineering Review with a calibrated failure probability of 7.82%. The first statistical sensor measurements to investigate are sensor_511, sensor_104, sensor_034. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000525,0,Pass,Engineering Review,0.0587311360002732,0.3244888532604352,0.6755111467395648,0.4972067039106145,0.1001047480847349,sensor_317,0.8,Very High,"sensor_317, sensor_578, sensor_104, sensor_060, sensor_103",1,0,"The record is assigned to Engineering Review with a calibrated failure probability of 5.87%. The first statistical sensor measurements to investigate are sensor_317, sensor_578, sensor_104. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000528,0,Pass,Engineering Review,0.0381657557069309,0.3510727691007168,0.6489272308992832,0.3280127693535515,0.0,sensor_104,0.6625,Moderate,"sensor_104, sensor_478, sensor_060, sensor_103, sensor_032",0,0,"The record is assigned to Engineering Review with a calibrated failure probability of 3.82%. The first statistical sensor measurements to investigate are sensor_104, sensor_478, sensor_060. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000531,0,Pass,Low Risk,0.0320711492468924,0.3796917872283974,0.6203082127716026,0.4134078212290503,0.0,sensor_104,0.7,Moderate,"sensor_104, sensor_478, sensor_214, sensor_032, sensor_476",0,0,"The record is assigned to Low Risk with a calibrated failure probability of 3.21%. The first statistical sensor measurements to investigate are sensor_104, sensor_478, sensor_214. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000534,0,Pass,Engineering Review,0.038943601096623,0.3686208205536819,0.6313791794463182,0.43655227454110135,0.0,sensor_478,0.8500000000000001,Very High,"sensor_478, sensor_206, sensor_104, sensor_342, sensor_060",3,0,"The record is assigned to Engineering Review with a calibrated failure probability of 3.89%. The first statistical sensor measurements to investigate are sensor_478, sensor_206, sensor_104. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000536,0,Pass,Engineering Review,0.0625372168080231,0.4111796620541439,0.5888203379458561,0.9664804469273743,0.0,sensor_478,0.9,Very High,"sensor_478, sensor_206, sensor_342, sensor_104, sensor_432",3,0,"The record is assigned to Engineering Review with a calibrated failure probability of 6.25%. The first statistical sensor measurements to investigate are sensor_478, sensor_206, sensor_342. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000546,0,Pass,Engineering Review,0.0387746331375065,0.3485351562965452,0.6514648437034548,0.27853152434158024,0.0818209867568191,sensor_317,0.7499999999999999,High,"sensor_317, sensor_104, sensor_034, sensor_032, sensor_060",1,0,"The record is assigned to Engineering Review with a calibrated failure probability of 3.88%. The first statistical sensor measurements to investigate are sensor_317, sensor_104, sensor_034. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000550,0,Pass,Engineering Review,0.0414907756863708,0.4090702180192634,0.5909297819807365,0.9792498004788508,0.2621183422323556,sensor_034,0.8999999999999999,Very High,"sensor_034, sensor_104, sensor_478, sensor_206, sensor_342",1,0,"The record is assigned to Engineering Review with a calibrated failure probability of 4.15%. The first statistical sensor measurements to investigate are sensor_034, sensor_104, sensor_478. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000554,0,Pass,Low Risk,0.02463606235205,0.4837253992009918,0.5162746007990082,0.9960095770151637,0.0,sensor_214,0.675,Moderate,"sensor_214, sensor_206, sensor_104, sensor_352, sensor_060",0,0,"The record is assigned to Low Risk with a calibrated failure probability of 2.46%. The first statistical sensor measurements to investigate are sensor_214, sensor_206, sensor_104. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000564,0,Pass,High Risk,0.1215244773666268,0.2444129874081834,0.7555870125918165,0.3232242617717478,0.156576449593868,sensor_478,0.8999999999999999,Very High,"sensor_478, sensor_206, sensor_104, sensor_342, sensor_060",3,0,"The record is assigned to High Risk with a calibrated failure probability of 12.15%. The first statistical sensor measurements to investigate are sensor_478, sensor_206, sensor_104. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000570,0,Pass,Engineering Review,0.0470217662582769,0.31371651860435,0.68628348139565,0.5163607342378291,0.0,sensor_015,0.7124999999999999,High,"sensor_015, sensor_478, sensor_104, sensor_032, sensor_206",1,0,"The record is assigned to Engineering Review with a calibrated failure probability of 4.70%. The first statistical sensor measurements to investigate are sensor_015, sensor_478, sensor_104. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000571,0,Pass,Engineering Review,0.0365610341534805,0.3405056071017188,0.6594943928982812,0.1532322426177175,0.0,sensor_104,0.8125,Moderate,"sensor_104, sensor_424, sensor_060, sensor_511, sensor_032",1,0,"The record is assigned to Engineering Review with a calibrated failure probability of 3.66%. The first statistical sensor measurements to investigate are sensor_104, sensor_424, sensor_060. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000572,0,Pass,Engineering Review,0.0683636751133987,0.3445752506569946,0.6554247493430054,0.2745411013567438,0.0645647255772838,sensor_520,0.75,High,"sensor_520, sensor_104, sensor_206, sensor_386, sensor_511",2,0,"The record is assigned to Engineering Review with a calibrated failure probability of 6.84%. The first statistical sensor measurements to investigate are sensor_520, sensor_104, sensor_206. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000577,1,Fail,Engineering Review,0.0618579242797185,0.3073449008036745,0.6926550991963254,0.06703910614525144,0.0,sensor_104,0.7,Moderate,"sensor_104, sensor_282, sensor_034, sensor_317, sensor_478",0,0,"The record is assigned to Engineering Review with a calibrated failure probability of 6.19%. The first statistical sensor measurements to investigate are sensor_104, sensor_282, sensor_034. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000583,0,Pass,Engineering Review,0.0595071627983477,0.3037015086198507,0.6962984913801493,0.30965682362330404,0.0598446660344594,sensor_104,0.7375,Moderate,"sensor_104, sensor_206, sensor_103, sensor_015, sensor_060",0,0,"The record is assigned to Engineering Review with a calibrated failure probability of 5.95%. The first statistical sensor measurements to investigate are sensor_104, sensor_206, sensor_103. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000588,0,Pass,Engineering Review,0.0546552507674919,0.393641968542234,0.6063580314577659,0.6400638467677574,0.1060549130621794,sensor_060,0.7374999999999999,Moderate,"sensor_060, sensor_103, sensor_104, sensor_032, sensor_034",1,0,"The record is assigned to Engineering Review with a calibrated failure probability of 5.47%. The first statistical sensor measurements to investigate are sensor_060, sensor_103, sensor_104. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000605,0,Pass,Low Risk,0.0277391866556808,0.4500635305807434,0.5499364694192566,0.8292098962490024,0.0,sensor_015,0.75,High,"sensor_015, sensor_060, sensor_104, sensor_478, sensor_282",1,0,"The record is assigned to Low Risk with a calibrated failure probability of 2.77%. The first statistical sensor measurements to investigate are sensor_015, sensor_060, sensor_104. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000612,0,Pass,Engineering Review,0.0391131357234496,0.3010219408382711,0.6989780591617288,0.34158020750199525,0.0730273802721361,sensor_478,0.75,High,"sensor_478, sensor_520, sensor_342, sensor_153, sensor_104",3,0,"The record is assigned to Engineering Review with a calibrated failure probability of 3.91%. The first statistical sensor measurements to investigate are sensor_478, sensor_520, sensor_342. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000616,0,Pass,Low Risk,0.0122494254630322,0.4978736563832621,0.5021263436167378,0.9449321628092578,0.0,sensor_511,0.65,Moderate,"sensor_511, sensor_104, sensor_214, sensor_060, sensor_352",0,0,"The record is assigned to Low Risk with a calibrated failure probability of 1.22%. The first statistical sensor measurements to investigate are sensor_511, sensor_104, sensor_214. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000622,0,Pass,Low Risk,0.0223167881014539,0.3571248136412773,0.6428751863587227,0.16759776536312854,0.0894234797749116,sensor_034,0.8250000000000001,Very High,"sensor_034, sensor_104, sensor_478, sensor_060, sensor_206",2,0,"The record is assigned to Low Risk with a calibrated failure probability of 2.23%. The first statistical sensor measurements to investigate are sensor_034, sensor_104, sensor_478. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000628,0,Pass,Engineering Review,0.0463148261190744,0.3493846219653509,0.6506153780346491,0.699122106943336,0.123330050765477,sensor_511,0.7999999999999999,High,"sensor_511, sensor_153, sensor_060, sensor_426, sensor_589",2,0,"The record is assigned to Engineering Review with a calibrated failure probability of 4.63%. The first statistical sensor measurements to investigate are sensor_511, sensor_153, sensor_060. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000629,0,Pass,Low Risk,0.0265960168206336,0.4011926030508802,0.5988073969491198,0.5522745411013568,0.0936745194589476,sensor_060,0.7,Moderate,"sensor_060, sensor_032, sensor_282, sensor_104, sensor_478",0,0,"The record is assigned to Low Risk with a calibrated failure probability of 2.66%. The first statistical sensor measurements to investigate are sensor_060, sensor_032, sensor_282. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000630,0,Pass,Low Risk,0.0278699994602215,0.4951076853856093,0.5048923146143907,0.8810853950518756,0.1396225174665057,sensor_060,0.65,Moderate,"sensor_060, sensor_104, sensor_478, sensor_589, sensor_206",0,0,"The record is assigned to Low Risk with a calibrated failure probability of 2.79%. The first statistical sensor measurements to investigate are sensor_060, sensor_104, sensor_478. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000631,0,Pass,Engineering Review,0.0671575177307038,0.3225573472489067,0.6774426527510933,0.6145251396648045,0.0,sensor_104,0.8,Very High,"sensor_104, sensor_153, sensor_478, sensor_064, sensor_206",2,0,"The record is assigned to Engineering Review with a calibrated failure probability of 6.72%. The first statistical sensor measurements to investigate are sensor_104, sensor_153, sensor_478. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000644,0,Pass,Engineering Review,0.0674301676033938,0.3093740136802027,0.6906259863197972,0.24581005586592175,0.0,sensor_065,0.8,Very High,"sensor_065, sensor_060, sensor_066, sensor_104, sensor_214",1,0,"The record is assigned to Engineering Review with a calibrated failure probability of 6.74%. The first statistical sensor measurements to investigate are sensor_065, sensor_060, sensor_066. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000653,0,Pass,Engineering Review,0.0764582147901078,0.2013106415283714,0.7986893584716286,0.41021548284118114,0.0342151306714565,sensor_104,0.95,Very High,"sensor_104, sensor_511, sensor_060, sensor_034, sensor_478",2,0,"The record is assigned to Engineering Review with a calibrated failure probability of 7.65%. The first statistical sensor measurements to investigate are sensor_104, sensor_511, sensor_060. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000659,0,Pass,Low Risk,0.0342839994440544,0.3777420476457422,0.6222579523542577,0.8731045490822028,0.0,sensor_424,0.7375,High,"sensor_424, sensor_060, sensor_104, sensor_032, sensor_489",1,0,"The record is assigned to Low Risk with a calibrated failure probability of 3.43%. The first statistical sensor measurements to investigate are sensor_424, sensor_060, sensor_104. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
WF-000667,0,Pass,Engineering Review,0.0395349546921264,0.3572446262853,0.6427553737147,0.5155626496408621,0.0694877423155795,sensor_104,0.85,Very High,"sensor_104, sensor_511, sensor_015, sensor_032, sensor_520",2,0,"The record is assigned to Engineering Review with a calibrated failure probability of 3.95%. The first statistical sensor measurements to investigate are sensor_104, sensor_511, sensor_015. This ranking is based on model attribution, robust deviation, global importance and recurrence in observed failure explanations. It does not establish a physical root cause."
